门店,门店ID,城市(城市负责人),体检分,权益奖励,近7日服务问题导致的营业额损失(元),本周触犯红线,上周触犯红线
"花生活鲜花（宇欣花店）	","7475299	",合肥,"59.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花缘花店）	","7475300	",东莞,"75.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（百合花坊）	","7475402	",中卫,"72.0	",提升月均体检分-生意贷-8月,278,未触犯红线,未触犯红线
"花生活鲜花（艺轩鲜花）	","7514879	",泉州,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（小姐姐花店）	","7514880	",安庆,"67.0	",提升月均体检分-生意贷-8月,428,未触犯红线,未触犯红线
"花生活鲜花（小简花艺工作室）	","7514881	",绍兴,"79.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（倾城花屋）	","7514883	",徐州,"58.0	",提升月均体检分-生意贷-8月,800,未触犯红线,未触犯红线
"花生活鲜花（启缘花店）	","7514884	",镇江,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（七彩花卉）	","7514886	",黄冈,"78.0	",提升月均体检分-生意贷-8月,318,未触犯红线,未触犯红线
"花生活鲜花（平价鲜花坊）	","7514887	",安顺,"53.0	",--,876,未触犯红线,未触犯红线
"花生活鲜花（名媛花希	","7514888	",重庆,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（米粒鲜花之家）	","7514889	",泸州,"57.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（金蔷薇时尚花艺）	","7514890	",襄阳,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花之恋花卉）	","7514891	",珠海,"56.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花缘轩）	","7514892	",厦门,"78.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（爱尚花艺）	","7514896	",安顺,"82.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（窑辉鲜花礼仪）	","7515286	",拉萨,"74.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（绿如蓝花店）	","7515288	",达州,"73.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（雨辉花店）	","7545487	",福州,"70.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（海天花艺）	","7545488	",咸阳,"65.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花草堂鲜花店）	","7545489	",银川,"75.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（尚品花艺）	","7545490	",郴州,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（湛江畅通鲜花）	","7545492	",湛江,"57.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（柒色花艺馆）	","7545494	",柳州,"60.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（爱琴海鲜花店）	","7546953	",湛江,"76.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（爱花人）	","7622475	",上海,"65.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（鲜花绿植）	","7634499	",北京,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花幸福花店襄阳店）	","7641996	",襄阳,"76.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（拾花者）	","7642002	",杭州,"69.0	",提升月均体检分-生意贷-8月,308,未触犯红线,未触犯红线
"花生活鲜花（第三居鲜花店）	","7642004	",遵义,"59.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（爱人鲜花）	","7642006	",营口,"84.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（麦子花艺馆）	","7642070	",合肥,"69.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花花世界安顺店）	","7642072	",安顺,"65.0	",提升月均体检分-生意贷-8月,228,未触犯红线,未触犯红线
"花生活鲜花（花花小娴）	","7642073	",黄冈,"53.0	",--,176,未触犯红线,未触犯红线
"花生活鲜花（云艳花坊）	","7642074	",黄冈,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（紫罗兰花艺坊）	","7642075	",泉州,"61.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（百艳鲜花）	","7642076	",威海,"69.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（麦花阁鲜花）	","7672370	",杭州,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（k艺轩）	","7672411	",杭州,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（幸福の花）	","7672419	",西安,"64.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（义乌鲜花婚庆）	","7672420	",金华,"67.0	",提升月均体检分-生意贷-8月,502,未触犯红线,未触犯红线
"花生活鲜花（绿之源花卉园艺）	","7672499	",黄冈,"55.0	",--,138,未触犯红线,未触犯红线
"花生活鲜花（唯爱花店南宁店）	","7682068	",南宁,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（温馨花店）	","7690567	",重庆,"80.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（流星花园）	","7743128	",贵阳,"66.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（土土花店婚庆）	","7743129	",绍兴,"60.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（静静花艺凤凰北街店）	","7743130	",银川,"74.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（浪漫花语）	","7743133	",赣州,"76.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"别样花艺（怀柔店）	","7785891	",北京,"70.0	",提升月均体检分-生意贷-8月,278,未触犯红线,未触犯红线
"花生活鲜花（百缘鲜花坊）	","7785893	",泉州,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（媛媛花艺工作室）	","7785894	",贵阳,"54.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（心愿屋鲜花店）	","7785895	",贵阳,"75.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（湘湘鲜花蛋糕）	","7785896	",淄博,"70.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（芸花坊）	","7785967	",抚顺,"90.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（馨悦花店）	","7907142	",上海,"62.0	",提升月均体检分-生意贷-8月,316,未触犯红线,未触犯红线
"花生活鲜花（花仙子鲜花店）	","7907143	",鄂州,"61.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（千卉阁花艺）	","7907144	",贵阳,"58.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（艾米拉花店）	","7934066	",泸州,"53.0	",--,416,未触犯红线,未触犯红线
"花生活鲜花（浪漫花都）	","7934067	",运城,"58.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花艺学院）	","7934071	",厦门,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（红玫瑰鲜花婚庆）	","7934075	",榆林,"70.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（夜来香鲜花）	","7934077	",北京,"72.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（情缘鲜花店榆林店）	","7934078	",榆林,"74.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（爱轩花艺）	","7994663	",温州,"64.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（项诚花艺）	","7994665	",泉州,"56.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（遇见花艺鲜花店）	","7994666	",上海,"73.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（彩・鲜花）	","7994668	",贵阳,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（爱花坊鲜花店）	","7994671	",温州,"69.0	",提升月均体检分-生意贷-8月,352,未触犯红线,未触犯红线
"花生活鲜花（禾木鲜花店）	","7994673	",天津,"79.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（爱花居鲜花店）	","7994675	",贵阳,"77.0	",提升月均体检分-生意贷-8月,219.4,未触犯红线,未触犯红线
"花生活鲜花（花轩子鲜花店）	","8068587	",毕节,"59.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花瓣雨鲜花总汇）	","8070349	",仙桃,"66.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（红豆情鲜花）	","8071981	",北京,"69.0	",--,1476,未触犯红线,未触犯红线
"花生活鲜花（三爷花店）	","8089012	",乌海,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（清湘花坊）	","8094433	",乌鲁木齐,"82.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（浩美鲜花礼品）	","8094434	",吕梁,"71.0	",--,0,未触犯红线,未触犯红线
"群磊花艺	","8116641	",杭州,"58.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"蔚然花坊（七夕情人节，告白，鲜花）	","8197675	",南通,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花叙鲜花店）	","8207107	",宜春,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（艺尚鲜花）	","8207108	",无锡,"58.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花前悦夏鲜花店）	","8207110	",毕节,"57.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（有家花店）	","8207111	",遵义,"64.0	",--,176,未触犯红线,未触犯红线
"花生活鲜花（书悦花卉）	","8207112	",宁波,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（初吻花坊）	","8207114	",遵义,"55.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（暖花艺鲜花店）	","8207115	",德州,"50.0	",--,352,未触犯红线,未触犯红线
"花生活鲜花（花开半夏鲜花店）	","8207118	",宝鸡,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（温馨花屋鲜花店）	","8207119	",新余,"65.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"馨之园鲜花（螺蛳湾店，・教师节鲜花）	","8207120	",昆明,"84.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（如意花坊贵阳店）	","8222414	",贵阳,"75.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（锦绣花艺坊）	","8226888	",毕节,"63.0	",提升月均体检分-生意贷-8月,209,未触犯红线,未触犯红线
"花生活鲜花（花之韵鲜花店）	","8250903	",新乡,"82.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（FLOWER鲜花）	","8250905	",济宁,"85.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（薇花坊鲜花店）	","8250906	",天津,"44.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（恋恋繁花鲜花店）	","8250907	",天津,"56.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（雅鲜花店）	","8253592	",上海,"61.0	",提升月均体检分-生意贷-8月,264,未触犯红线,未触犯红线
"花生活鲜花（花语鲜花坊花店）	","8253593	",天津,"78.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（尚艺空间花艺）	","8258610	",昆明,"65.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（旺达鲜花店）	","8258611	",中山,"49.0	",--,0,未触犯红线,未触犯红线
"初心花坊（七夕情人节，告白，鲜花）	","8258612	",菏泽,"64.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（一品花艺）	","8278261	",银川,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（拾秋花店）	","8278262	",合肥,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"绿宇花卉（七夕情人节，礼物，鲜花）	","8278263	",贵阳,"47.0	",--,176,未触犯红线,未触犯红线
"花生活鲜花（时光对白花店）	","8278267	",周口,"73.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（慧宇花屋）	","8278268	",天津,"69.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"久久花店・教师节鲜花	","8278272	",西宁,"65.0	",提升月均体检分-生意贷-8月,264,未触犯红线,未触犯红线
"花生活鲜花（一间花店）	","8278275	",厦门,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（岭铖花坊）	","8278322	",四平,"60.0	",提升月均体检分-生意贷-8月,556,未触犯红线,未触犯红线
"花生活鲜花（莉莉鲜花店）	","8278323	",克孜勒苏柯尔克孜自治州,"66.0	",提升月均体检分-生意贷-8月,1172,未触犯红线,未触犯红线
"花生活鲜花（翊渡花舍鲜花店）	","8278324	",武汉,"56.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（知心花卉）	","8278326	",芜湖,"53.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（冬平花屋）	","8278376	",宁波,"63.0	",--,228,未触犯红线,未触犯红线
"花生活鲜花（罗曼蒂克花艺婚庆）	","8278380	",烟台,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（美俪汇花艺）	","8278384	",重庆,"73.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（启美花卉）	","8278455	",昆明,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（知忆花舍）	","8278456	",淄博,"55.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花痴花坊）	","8278457	",上海,"63.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（蝶恋花花店）	","8278459	",南通,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（乐陵鲜花店）	","8278460	",德州,"78.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（臻挚花艺馆）	","8280405	",廊坊,"48.0	",--,264,未触犯红线,未触犯红线
"花生活鲜花（遇见花坊）	","8280460	",昆明,"88.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"安宁胡子花卉店(花生活鲜花胡子花艺)	","8284382	",昆明,"86.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花界花店）	","8284386	",贺州,"83.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花心思鲜花店（教师节鲜花）	","8357579	",北海,"84.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（遇见BEAUTY）	","8357582	",菏泽,"85.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（艺朵花艺）	","8357588	",嘉兴,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花心思花艺贵阳店）	","8357592	",贵阳,"62.0	",提升月均体检分-生意贷-8月,169,未触犯红线,未触犯红线
"花生活鲜花（花源花卉）	","8357593	",昆明,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（圣格花艺）	","8358888	",沈阳,"58.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（水仙百合居）	","8364413	",柳州,"63.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花艺坊聊城店）	","8364414	",聊城,"63.0	",--,269,未触犯红线,未触犯红线
"花生活鲜花（美之缘鲜花店）	","8364416	",临沂,"52.0	",--,176,未触犯红线,未触犯红线
"花生活鲜花（花恋社花艺）	","8364417	",南京,"75.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（玫瑰之约）	","8435950	",徐州,"50.0	",--,264,未触犯红线,未触犯红线
"花生活鲜花（重庆四季花坊）	","8435952	",重庆,"56.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"有间花店・七夕鲜花	","8435953	",宁波,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花之都鲜花批发行）	","8435955	",徐州,"58.0	",提升月均体检分-生意贷-8月,955,未触犯红线,未触犯红线
"花生活鲜花（花之恋鲜花店）	","8435957	",唐山,"86.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（浪漫花都）	","8435958	",遵义,"86.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（玫瑰花坊）	","8435959	",菏泽,"74.0	",提升月均体检分-生意贷-8月,228,未触犯红线,未触犯红线
"花生活鲜花（米莱婚礼鲜花店）	","8435960	",广元,"63.0	",--,2249,未触犯红线,未触犯红线
"花生活鲜花（花非花艺鲜花店）	","8435961	",六安,"54.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（FlowerLife）	","8435962	",南通,"69.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"卡斯曼鲜花店(衡阳先峰路店）	","8437924	",衡阳,"83.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（花间密码鲜花店）	","8437925	",张家界,"58.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（金鳞花坊）	","8437926	",苏州,"67.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（倾城花坊）	","8437927	",仙桃,"52.0	",提升月均体检分-生意贷-8月,176,未触犯红线,未触犯红线
"花之缘鲜花屋・七夕鲜花	","8442887	",昆明,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（鲜花花之语气球DIY）	","8462158	",济宁,"48.0	",--,844,未触犯红线,未触犯红线
"幸福里花艺（七夕情人节，表白，鲜花）	","8471191	",苏州,"79.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（尘世花浓鲜花店）	","8471192	",贵阳,"50.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（玫瑰小镇）	","8471193	",桂林,"72.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（红日・兰拉德鲜花）	","8471194	",佛山,"71.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（满千缘插花花艺）	","8471195	",珠海,"55.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（香谷鲜花）	","8471409	",天津,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（浓淋香花艺）	","8471425	",南宁,"59.0	",--,0,未触犯红线,未触犯红线
"心爱之语鲜花（七夕情人节，表白，鲜花）	","8471427	",通辽,"73.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"简爱花舍（七夕情人节，表白，鲜花）	","8472854	",上海,"64.0	",--,0,未触犯红线,未触犯红线
"花生活鲜花（花宴鲜花店）	","8472855	",茂名,"63.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"遇见鲜花批发	","8472856	",娄底,"73.0	",--,0,未触犯红线,未触犯红线
"梁氏花木・七夕鲜花	","8488486	",萍乡,"74.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"红珊瑚鲜花婚庆（七夕节日，表白，鲜花）	","8488487	",渭南,"66.0	",--,0,未触犯红线,未触犯红线
"爱花居晴儿鲜花（七夕情人节，告白，生日）	","8488489	",烟台,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花生活鲜花（茉莉花社青年路店）	","8488490	",菏泽,"78.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"兰星花行（七夕预定，表白，鲜花）	","8492059	",沈阳,"64.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"绿洲花店	","8492060	",延边朝鲜族自治州,"57.0	",--,0,未触犯红线,未触犯红线
"石林花之缘花艺・教师节鲜花	","8588168	",昆明,"79.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"小晴花艺（七夕情人节，告白，鲜花）	","8588169	",佛山,"68.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"天天鲜花	","8588170	",东莞,"59.0	",--,264,未触犯红线,未触犯红线
"心梦花艺	","8588171	",威海,"61.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"小玲盆栽鲜花店	","8595633	",呼和浩特,"63.0	",--,978,未触犯红线,未触犯红线
"馨艺花店・七夕鲜花	","8607428	",六安,"74.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"最爱花坊・七夕鲜花	","8709965	",济南,"69.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"紫香苑鲜花礼品坊・七夕鲜花	","8709967	",武威,"72.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"听雨花坊（七夕情人节，表白，鲜花）	","8709968	",阜阳,"61.0	",--,0,未触犯红线,未触犯红线
"鲜花礼品・鲜花花束	","8709973	",吕梁,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"温情花艺工作室（七夕情人节，告白，鲜花）	","8709974	",南京,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"梵西花艺定制・教师节鲜花	","8709976	",莆田,"76.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"顺意鲜花店（七夕情人节，告白，生日）	","8724585	",安顺,"73.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"玫瑰花坊・七夕鲜花	","8743603	",张家口,"62.0	",--,176,未触犯红线,未触犯红线
"千寻花道生活馆（七夕预定，表白，鲜花）	","8755673	",唐山,"77.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"浪漫今生（七夕预定，表白，鲜花）	","8755674	",巴彦淖尔,"69.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"勿忘我鲜花（七夕预定，表白，鲜花）	","8755676	",安阳,"79.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"花开一束・七夕鲜花	","8755677	",湘西土家族苗族自治州,"84.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"青青鲜花礼品（七夕情人节，告白，生日）	","8755678	",安阳,"65.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"诗情花艺	","8755679	",盐城,"81.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"馨语鲜花（七夕情人节，表白，鲜花）	","8755680	",鹤岗,"73.0	",提升月均体检分-生意贷-8月,491,未触犯红线,未触犯红线
"琪琪花店（七夕情人节，表白，鲜花）	","8755682	",佛山,"78.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"辽宁起航（鲜花婚庆婚车）	","8764356	",本溪,"79.0	",提升月均体检分-生意贷-8月,298,未触犯红线,未触犯红线
"盛世情缘花店（七夕预定，表白，鲜花）	","8776857	",营口,"74.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"水晶花房（七夕预定，表白，鲜花）	","8790380	",兰州,"74.0	",提升月均体检分-生意贷-8月,264,未触犯红线,未触犯红线
"XLREN FLORLST袭人花店	","8801124	",洛阳,"49.0	",提升月均体检分-生意贷-8月,138,未触犯红线,未触犯红线
"左花生活馆（七夕预定，表白，鲜花）	","8801126	",哈密地区,"80.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
"青艺鲜花（七夕情人节，表白，鲜花）	","8801127	",威海,"67.0	",提升月均体检分-生意贷-8月,0,未触犯红线,未触犯红线
