商品名称,商品条码,所属类目,门店在售率(%),门店动销率(%),门店售罄率(%),原价销售额(元),实际销售额(元),总销量,城市销售贡献(%),曝光人数,商品点赞数,商品点踩数,下单人数,带来的订单量,带来的订单交易额(元),店均日均有效售卖时长(小时)
"【爱的约定】粉色满天星礼盒	",--,"其它	",0.84,0.84,0.00,249.0,116.00,1,0.47,34,0,0,1,1,249.00,17.98
"【如此爱你】19枝红玫瑰鲜花花束	",--,"其它	",3.36,1.68,0.00,518.0,277.00,2,1.12,69,0,0,2,2,518.00,15.25
"【和蔼可亲】11枝粉玫瑰礼盒	",--,"其它	",8.40,2.52,0.00,717.0,246.33,3,1.00,75,1,0,3,3,896.00,13.29
"【传递情意】19枝粉玫瑰鲜花礼盒	",--,"其它	",2.52,0.84,0.00,259.0,124.00,1,0.50,82,0,0,1,1,277.00,18.66
"【堂堂正正】6枝香槟玫瑰+6朵白百合+3枝向日葵鲜花花束	",--,"其它	",0.84,0.84,0.00,329.0,159.00,1,0.64,15,1,0,1,1,329.00,14.00
"【平易近人】19枝粉玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,259.0,109.00,1,0.44,24,0,0,1,1,259.00,12.00
"【问候】3枝向日葵+7枝香槟玫瑰鲜花花束	",--,"其它	",6.72,5.04,0.00,1434.0,587.00,6,2.37,192,0,0,6,6,1435.00,14.87
"【果敢】3枝向日葵+6枝香槟玫瑰鲜花花束毕业季花礼	",--,"其它	",3.36,1.68,0.00,358.0,210.00,2,0.85,237,0,0,2,2,376.00,17.49
"【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼	",--,"其它	",5.04,3.36,0.00,1245.0,491.00,5,1.99,226,0,0,5,5,1245.00,17.91
"【拾童趣】99枝棒棒糖	",--,"其它	",0.84,0.84,0.00,699.0,396.00,1,1.60,78,0,0,1,1,699.00,17.98
"【阳光】6枝向日葵鲜花花束毕业季花礼	",--,"其它	",2.52,1.68,0.00,478.0,190.00,2,0.77,48,2,0,2,2,478.00,15.00
"【一身正气】6枝向日葵鲜花花束	",--,"其它	",4.20,1.68,0.00,717.0,299.00,3,1.21,15,0,0,2,2,717.00,17.98
"【浩然正气】9枝向日葵鲜花花束	",--,"其它	",1.68,0.84,0.00,289.0,111.00,1,0.45,10,0,0,1,1,289.00,13.50
"【永恒】粉色满天星花束毕业季花礼	",--,"其它	",6.72,4.20,0.00,1253.0,555.67,7,2.25,374,1,0,7,7,1520.00,15.87
"【爱情鲜花】33枝红玫瑰鲜花礼盒	",--,"其它	",2.52,0.84,0.00,299.0,166.00,1,0.67,66,0,0,1,1,299.00,18.66
"【绘梦】19枝粉百合鲜花花束毕业季花礼	",--,"其它	",0.84,0.84,0.00,269.0,156.00,1,0.63,30,0,0,1,1,269.00,12.00
"【往后余生】3枝向日葵加百合鲜花礼盒	",--,"其它	",1.68,0.84,0.00,239.0,156.00,1,0.63,60,0,0,1,1,239.00,16.99
"【甜蜜记事】19枝红玫瑰鲜花礼盒	",--,"其它	",2.52,0.84,0.00,259.0,126.00,1,0.51,76,0,0,1,1,259.00,18.66
"【爱在心甜】19枝粉玫瑰鲜花礼盒	",--,"其它	",0.84,0.84,0.00,259.0,106.00,1,0.43,35,0,0,1,1,259.00,18.00
"【惊鸿】19枝香槟玫瑰鲜花花束毕业季花礼	",--,"其它	",2.52,0.84,0.00,259.0,119.00,1,0.48,3,0,0,1,1,259.00,20.98
"【一吻之间】11枝红玫瑰鲜花花束	",--,"其它	",11.76,8.40,0.00,2868.0,1020.00,12,4.12,416,1,1,12,12,2869.00,15.32
"【动人心弦】3枝向日葵韩式混搭鲜花花束	",--,"其它	",5.04,2.52,0.00,507.0,399.00,3,1.61,81,0,0,3,3,507.00,17.99
"【坚强】5枝向日葵鲜花花束	",--,"其它	",2.52,1.68,0.00,657.0,253.00,3,1.02,77,0,0,3,3,657.00,13.99
"【浪漫时光】19枝红玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,259.0,99.00,1,0.40,10,0,0,1,1,259.00,13.50
"【招财进宝】单层开业花蓝一对	",--,"其它	",1.68,0.84,0.00,99.0,96.00,1,0.39,17,0,0,1,1,99.00,15.00
"【罗曼蒂克】52枝红玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,459.0,356.00,1,1.44,16,0,0,1,1,459.00,14.00
"【父亲】1枝向日葵+3枝香槟玫瑰鲜花花束	",--,"其它	",1.68,0.84,0.00,129.0,76.00,1,0.31,14,0,0,1,1,129.00,13.00
"【梦幻约定】蓝色满天星鲜花花束	",--,"其它	",1.68,0.84,0.00,259.0,177.00,1,0.72,79,0,0,1,1,259.00,16.99
"【情投意合】蓝色满天星鲜花花束	",--,"其它	",6.72,4.20,0.00,1295.0,678.00,5,2.74,65,0,0,5,5,1295.00,14.74
"【心向暖阳】11枝红玫瑰鲜花花束	",--,"其它	",5.88,2.52,0.00,687.0,225.00,3,0.91,218,0,0,3,3,697.00,17.14
"【淳朴】蓝绣球+11枝香槟玫瑰鲜花手提花篮	",--,"其它	",0.84,0.84,0.00,289.0,126.00,1,0.51,9,0,0,1,1,289.00,16.00
"【蔚蓝星辰】9枝白玫瑰搭配蓝色满天星花束	",--,"其它	",4.20,2.52,0.00,717.0,263.00,3,1.06,111,0,0,3,3,717.00,15.79
"【淡雅脱俗】33枝香槟玫瑰鲜花抱抱桶	",--,"其它	",1.68,0.84,0.00,319.0,164.00,1,0.66,6,0,0,1,1,319.00,16.99
"【爱一世】9枝粉玫瑰搭配满天星简约花束	",--,"其它	",47.06,26.05,0.00,15442.0,4960.67,68,20.06,1478,14,0,68,68,15701.00,14.65
"【蒸蒸日上】单个双层开业花篮	",--,"其它	",0.84,0.84,0.00,578.0,271.00,2,1.10,85,0,0,1,1,628.00,17.98
"【珍爱一生】11枝红玫瑰鲜花礼盒	",--,"其它	",0.84,0.84,0.00,478.0,172.00,2,0.70,88,0,0,2,2,478.00,14.00
"【真心爱你】19枝混搭红玫瑰粉玫瑰鲜花花束	",--,"其它	",2.52,0.84,0.00,259.0,122.00,1,0.49,59,0,0,1,1,277.00,18.66
"【永恒】1枝向日葵+3枝香槟玫瑰鲜花花束	",--,"其它	",0.00,0.84,0.00,129.0,56.00,1,0.23,5,0,0,1,1,129.00,0.00
"【真诚的爱】52枝粉玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,459.0,271.00,1,1.10,17,0,0,1,1,459.00,13.00
"【特别的你】6枝粉玫瑰鲜花花束	",--,"其它	",4.20,2.52,0.00,387.0,169.00,3,0.68,78,0,0,3,3,387.00,12.80
"【深情眷恋】11枝蓝色妖姬鲜花礼盒	",--,"其它	",1.68,1.68,0.00,518.0,236.00,2,0.95,50,1,0,2,2,519.00,14.99
"【甜蜜相拥】11枝红玫瑰鲜花礼盒	",--,"其它	",1.68,1.68,0.00,498.0,180.00,2,0.73,61,0,0,2,2,499.00,15.24
"11支戴安娜	",--,"其它	",1.68,0.84,0.00,88.0,88.00,1,0.36,4,0,0,1,1,88.00,13.99
"【浪漫速递】19枝红玫瑰鲜花礼盒	",--,"其它	",0.84,0.84,0.00,259.0,104.00,1,0.42,15,0,0,1,1,259.00,14.00
"【罗曼蒂克】19枝蓝色妖姬+2只小熊鲜花礼盒	",--,"其它	",0.84,0.84,0.00,299.0,141.00,1,0.57,19,0,0,1,1,299.00,14.00
"【流年】3枝向日葵鲜花花束毕业季花礼	",--,"其它	",12.61,5.04,0.00,1419.0,764.00,11,3.09,334,3,0,11,11,1485.00,14.32
"【心悦】11枝粉玫瑰鲜花花束毕业季花礼	",--,"其它	",2.52,1.68,0.00,478.0,212.00,2,0.86,94,0,0,2,2,478.00,17.32
"【温暖】11枝粉玫瑰鲜花花束	",--,"其它	",10.92,3.36,0.00,956.0,314.00,4,1.27,197,0,0,4,4,956.00,14.83
"【慈祥】11枝香槟玫瑰+5枝白百合鲜花花束	",--,"其它	",0.00,0.84,0.00,289.0,106.00,1,0.43,3,0,0,1,1,289.00,0.00
"【拾童趣】零食A款	",--,"其它	",1.68,1.68,0.00,518.0,286.00,2,1.16,84,0,0,2,2,518.00,17.99
"【阳光温暖】3枝向日葵+21枝粉玫瑰鲜花花束	",--,"其它	",2.52,0.84,0.00,299.0,216.00,1,0.87,47,0,0,1,1,299.00,18.66
"【慈祥】11枝香槟玫瑰+5朵白百合鲜花花束	",--,"其它	",1.68,1.68,0.00,578.0,305.00,2,1.23,32,0,0,2,2,578.00,13.25
"【日进斗金】三脚架开业花篮一对	",--,"其它	",7.56,0.84,0.00,299.0,194.00,1,0.78,1,0,0,1,1,299.00,13.00
"【致吾所爱】33枝红玫瑰鲜花礼盒	",--,"其它	",1.68,1.68,0.00,598.0,288.00,2,1.16,48,0,0,2,2,598.00,16.00
"【远见卓识】4枝向日葵+15枝混搭粉玫瑰粉康乃馨鲜花花束	",--,"其它	",0.84,0.84,0.00,289.0,151.00,1,0.61,59,0,0,1,1,289.00,12.00
"【父爱如山】11枝香槟玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,239.0,71.00,1,0.29,56,0,0,1,1,239.00,12.00
"【文质彬彬】19枝香槟玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,259.0,114.00,1,0.46,23,0,0,1,1,259.00,17.98
"【浓情蜜意】33枝红玫瑰黑纱鲜花花束	",--,"其它	",0.84,0.84,0.00,299.0,144.00,1,0.58,11,0,0,1,1,299.00,14.00
"【优雅清新】33枝香槟玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,299.0,164.00,1,0.66,40,0,0,1,1,349.00,17.98
"【语重心长】11枝红玫瑰鲜花花束	",--,"其它	",1.68,0.84,0.00,239.0,74.00,1,0.30,29,1,0,1,1,239.00,13.99
"【时光】19枝白百合鲜花花束毕业季花礼	",--,"其它	",1.68,0.84,0.00,269.0,113.00,1,0.46,85,0,0,1,1,269.00,16.99
"【爱唯一】33枝红玫瑰鲜花520礼盒	",--,"其它	",0.84,0.84,0.00,299.0,144.00,1,0.58,5,0,0,1,1,299.00,17.98
"【白头偕老】粉色满天星鲜花花束	",--,"其它	",5.04,2.52,0.00,1036.0,600.00,4,2.43,146,0,0,3,4,1036.00,17.16
"【慈眉善目】33枝香槟玫瑰鲜花花束	",--,"其它	",0.84,0.84,0.00,299.0,143.00,1,0.58,32,0,0,1,1,299.00,12.00
"【一心一意】3枝向日葵鲜花小花束	",--,"其它	",0.84,0.84,0.00,129.0,73.00,1,0.30,9,0,0,1,1,130.00,15.98
"【四季发财】开业花篮一对	",--,"其它	",1.68,0.84,0.00,289.0,181.00,1,0.73,2,1,0,1,1,289.00,13.00
"【思恋】11枝粉玫瑰+4枝向日葵鲜花花束毕业季花礼	",--,"其它	",5.04,3.36,0.00,1036.0,499.00,4,2.02,275,2,0,4,4,1065.00,16.74
"【宽容】3枝向日葵+19枝香槟玫瑰鲜花手提花篮	",--,"其它	",2.52,1.68,0.00,578.0,307.00,2,1.24,14,0,0,2,2,578.00,14.00
"【我心永恒】11枝红玫瑰鲜花花束	",--,"其它	",28.57,13.45,0.00,6453.0,2207.33,27,8.93,900,4,0,27,27,6682.00,14.49
"【欣晴】11枝粉玫瑰+2只小熊鲜花礼盒	",--,"其它	",0.84,0.84,0.00,239.0,79.00,1,0.32,47,0,0,1,1,239.00,14.00
"【时尚】11枝粉玫瑰鲜花花束	",--,"其它	",1.68,0.84,0.00,239.0,96.00,1,0.39,130,0,0,1,1,239.00,16.99
"【和蔼】3枝向日葵+4枝香槟玫瑰鲜花花束	",--,"其它	",4.20,3.36,0.00,716.0,332.00,4,1.34,64,0,0,4,4,726.00,14.80
"【鸿运当头】双层开业花篮一对	",--,"其它	",1.68,1.68,0.00,738.0,488.00,2,1.97,20,0,0,2,2,738.00,13.25
"【致童年】养乐多	",--,"其它	",2.52,1.68,0.00,518.0,314.00,2,1.27,37,0,0,2,2,518.00,15.33
"【永恒誓言】粉色满天星鲜花花束	",--,"其它	",2.52,1.68,0.00,528.0,346.00,2,1.40,82,1,0,2,2,528.00,15.83
