商户ID,门店名称,品牌名称,服务质量,教师节总订单,七夕总订单,教师节取消订单率,七夕取消订单率,教师节非异订单率,七夕非异订单率,最大小时接单量,12月24日20分钟最大接单量（测算参考值）,12月31日20分钟最大接单量（测算参考值）,12月24日订单量预估,12月25日-1月1日预估（该段时间内均按照此阈值限定）,12月24日（N单/每20分钟）,12月25日-1月1日（N单/每20分钟）,体检分
8959450,花为媒鲜花店（七夕预定，表白，鲜花）,花生活,红色预警,3,11,0.6,0.363636364,0.4,0.363636364,4,2,2,7.7,5,,,65
6773712,花生活鲜花（花之翼）,花生活,红色预警,0,57,0,0.245614035,0,0.210526316,10,2,3,39.9,24,,,60
6774016,花生活鲜花（婷雅花坊）,花生活,0,16,30,0,0.066666667,0,0.033333333,6,2,3,21,13,,,80
6928399,花生活鲜花（有间鲜花店）,花生活,红色预警,11,33,0.272727273,0.121212121,0.454545455,0.303030303,7,2,2,23.1,14,,,82
9536748,花市花乡（七夕情人节，表白，鲜花）,花生活,红色预警,4,4,0.4,0.5,0.4,0.5,1,2,2,2.8,2,,,65
2482113,花生活鲜花（玫瑰坊）,花生活,红色预警,6,13,0.285714286,0.307692308,0,0.076923077,4,2,2,9.1,5,,,64
7785891,别样花艺（怀柔店）,花生活,橙色预警,3,20,0.25,0.15,0.25,0.3,4,2,2,14,8,,,76
7743129,花生活鲜花（土土花店婚庆）,花生活,红色预警,0,9,0,0.888888889,0,0.444444444,4,2,2,6.3,4,,,53
9631770,牵手花艺（七夕预定，表白，鲜花）,花生活,红色预警,6,26,0.285714286,0.384615385,0.142857143,0.423076923,6,2,2,18.2,11,,,61
8278459,花生活鲜花（蝶恋花花店）,花生活,0,5,47,0,0,0,0.063829787,10,3,4,32.9,20,,,72
8226888,花生活鲜花（锦绣花艺坊）,花生活,橙色预警,6,25,0.666666667,0.08,0,0.24,5,2,2,17.5,11,,,74
9670951,花开相爱・七夕鲜花,花生活,黄色预警,10,27,0,0.148148148,0,0.074074074,5,2,2,18.9,11,,,75
9466736,梦缘鲜花店・七夕鲜花,花生活,橙色预警,4,41,0.333333333,0.195121951,0,0.219512195,8,2,3,28.7,17,,,84
8983874,802花店（七夕情人节，告白，生日）,花生活,蓝色预警,2,63,0,0.047619048,0,0.142857143,12,3,4,44.1,26,,,71
8755676,勿忘我鲜花（七夕预定，表白，鲜花）,花生活,0,1,23,0,0,0,0,3,2,2,16.1,10,,,78
9394178,花之薏花店（七夕情人节，告白，生日）,花生活,蓝色预警,3,22,0,0.090909091,0,0.045454545,4,2,2,15.4,9,,,85
7207847,花生活鲜花（花匠花艺）,花生活,红色预警,1,33,0,0.272727273,0,0.393939394,11,2,3,23.1,14,,,73
9517418,花无缺鲜花（七夕情人节，礼物，鲜花）,花生活,红色预警,5,27,0,0.444444444,0,0.333333333,6,2,2,18.9,11,,,87
7093976,花生活鲜花（花筵万达店）,花生活,黄色预警,7,44,0.166666667,0.090909091,0.166666667,0.181818182,11,2,4,30.8,19,,,77
7934075,花生活鲜花（红玫瑰鲜花婚庆）,花生活,黄色预警,2,15,0,0,0,0.2,6,2,2,10.5,7,,,83
9766741,花世界,花生活,红色预警,0,8,0,0.25,0,0.25,2,2,2,5.6,4,,,57
7166109,花生活鲜花（花研巧遇）,花生活,0,6,6,0,0,0,0,3,2,2,4.2,2,,,70
9221145,卧龙鲜花坊（车站南路店）,花生活,红色预警,3,13,0,0.230769231,0,0.153846154,3,2,2,9.1,5,,,83
9566665,幸福花艺婚庆店・七夕鲜花,花生活,0,2,11,0,0,0,0,2,2,2,7.7,5,,,71
7672419,花生活鲜花（幸福の花）,花生活,红色预警,0,16,0,0.4375,0,0.4375,6,2,2,11.2,7,,,58
7022273,花生活鲜花（花漾flower鲜花店）,花生活,蓝色预警,3,8,0.5,0.125,0.666666667,0,4,2,2,5.6,4,,,72
7429078,花生活鲜花（印象花坊）,花生活,红色预警,4,9,0.333333333,0.222222222,0,0.222222222,2,2,2,6.3,4,,,66
8435955,花生活鲜花（花之都鲜花批发行）,花生活,橙色预警,1,18,0.666666667,0.277777778,0.666666667,0.222222222,3,2,2,12.6,8,,,59
9030472,扬子花坊・七夕鲜花,花生活,红色预警,4,13,0.2,0.230769231,0.2,0.384615385,6,2,2,9.1,5,,,82
9415134,8号花舍鲜花（七夕情人节，告白，生日）,花生活,橙色预警,8,54,0,0.111111111,0,0.092592593,10,2,3,37.8,23,,,81
8803762,芳君花艺（七夕情人节，表白，鲜花）,花生活,黄色预警,2,27,0,0.074074074,0,0.111111111,7,2,3,18.9,11,,,84
9678087,屯爵花卉・七夕鲜花,花生活,红色预警,1,8,0,0.875,0,0.5,2,2,2,5.6,4,,,72
3994932,花生活鲜花（雅心花艺）,花生活,红色预警,1,13,0,0.230769231,0,0.153846154,3,2,2,9.1,5,,,77
9267510,苏悦鲜花店（七夕情人节，礼物，鲜花）,花生活,0,0,1,0,0,0,0,1,2,2,0.7,1,,,58
9653398,茉里・七夕鲜花,花生活,蓝色预警,8,8,0,0.125,0,0,2,2,2,5.6,4,,,77
9608763,花开相爱（七夕情人节，表白，鲜花）,花生活,红色预警,0,2,0,0.5,0,0,1,2,2,1.4,1,,,66
8472856,遇见鲜花批发,花生活,红色预警,0,3,0,0.666666667,0,0.666666667,2,2,2,2.1,1,,,66
9577701,喜＋喜花艺（七夕情人节，告白，鲜花）,花生活,红色预警,8,45,0,0.155555556,0.142857143,0.177777778,8,2,3,31.5,19,,,77
7207846,花生活鲜花（极乐莲华鲜花）,花生活,蓝色预警,0,115,0,0.104347826,0,0.043478261,16,4,6,80.5,49,,,72
6773720,花生活鲜花（花灵珑鲜花）,花生活,红色预警,1,10,0,0.5,0,0,2,2,2,7,4,,,63
9628422,芙罗拉花坊・七夕鲜花,花生活,黄色预警,3,23,0,0.130434783,0,0.086956522,5,2,2,16.1,10,,,71
653643,花生活鲜花（雅景花艺）,花生活,红色预警,3,23,0,0.086956522,0,0.086956522,4,2,2,16.1,10,,,63
9723610,唯e爱花坊,花生活,黄色预警,2,22,0,0.090909091,0,0,6,2,2,0,0,0,0,76
9393930,梦想花园（七夕预定，表白，鲜花）,花生活,蓝色预警,23,76,0,0.065789474,0.1,0.039473684,15,3,5,53.2,32,,,93
9704569,朝阳园艺,花生活,红色预警,1,49,0,0.265306122,0,0.530612245,14,3,4,34.3,20,,,73
9494098,No.1花艺美学馆,花生活,黄色预警,3,20,0,0.15,0,0.2,3,2,2,14,8,,,64
8803761,大顺鲜花礼仪（七夕节日，表白，鲜花）,花生活,0,6,11,0.2,0,0.2,0,3,2,2,7.7,5,,,69
5641328,花生活鲜花（成都陌上花开）,花生活,红色预警,9,52,0,0.115384615,0.142857143,0.076923077,10,2,3,36.4,22,,,88
8358888,花生活鲜花（圣格花艺）,花生活,橙色预警,2,5,0,0.2,0,0.2,1,2,2,3.5,2,,,71
7743128,花生活鲜花（流星花园）,花生活,0,4,8,0.5,0,0,0,3,2,2,5.6,4,,,74
8709974,温情花艺工作室（七夕情人节，告白，鲜花）,花生活,黄色预警,6,18,0,0.111111111,0.333333333,0.166666667,6,2,2,12.6,8,,,71
9517330,鲜花主题创意坊（七夕情人节，礼物，鲜花）,花生活,红色预警,7,32,0.142857143,0.6875,0.285714286,0.53125,11,2,3,22.4,13,,,60
3468033,花生活鲜花（家美园艺）,花生活,黄色预警,43,178,0.076923077,0.050561798,0.076923077,0.123595506,34,6,10,124.6,75,,,89
8472855,花生活鲜花（花宴鲜花店）,花生活,黄色预警,5,18,0.333333333,0.055555556,0,0.166666667,3,2,2,12.6,8,,,74
5845622,花生活鲜花（达奇花艺）,花生活,橙色预警,6,34,0,0.088235294,0.166666667,0.176470588,11,2,4,23.8,14,,,71
9023336,天晨花艺・七夕鲜花,花生活,蓝色预警,5,48,0,0.0625,0,0.125,12,3,4,33.6,20,,,88
3018522,花生活鲜花（源达花艺）,花生活,0,0,22,0,0.045454545,0,0.045454545,5,2,2,15.4,9,,,69
9347419,蓝飞雁花艺吧（七夕情人节，告白，鲜花）,花生活,红色预警,1,26,0,0.423076923,0,0.346153846,6,2,2,0,0,0,0,65
7907144,花生活鲜花（千卉阁花艺）,花生活,红色预警,2,12,0.666666667,0.666666667,0.333333333,0.333333333,3,2,2,8.4,5,,,56
8492059,兰星花行（七夕预定，表白，鲜花）,花生活,蓝色预警,2,12,0,0.083333333,0,0,3,2,2,8.4,5,,,63
9343729,红玫花坊（七夕情人节，礼物，鲜花）,花生活,红色预警,6,36,0,0.027777778,0,0.25,6,2,2,25.2,15,,,76
9415190,德国花店（七夕情人节，表白，鲜花）,花生活,0,0,5,0,0,0,0,1,2,2,3.5,2,,,58
9302112,亮亮鲜花婚庆・七夕鲜花,花生活,红色预警,3,6,0,0.5,0,0.5,2,2,2,4.2,2,,,71
9656666,零距离花艺,花生活,黄色预警,3,6,0,0,0,0.166666667,2,2,2,4.2,2,,,73
9788858,花仙子鲜花,花生活,红色预警,3,3,0.5,0.666666667,0,0.333333333,1,2,2,2.1,1,,,64
9629207,花千朵花坊・七夕鲜花,花生活,红色预警,14,16,0,0.4375,0,0.3125,6,2,2,11.2,7,,,76
9348645,萱萱花都婚庆,花生活,红色预警,2,14,0,0.285714286,0,0.214285714,3,2,2,9.8,6,,,69
8488487,红珊瑚鲜花婚庆（七夕节日，表白，鲜花）,花生活,红色预警,2,18,0.333333333,0.388888889,0,0.277777778,4,2,2,12.6,8,,,64
9687528,ELOL・花舍,花生活,红色预警,2,4,0,1,0,0.75,2,2,2,2.8,2,,,69
9629134,虎娃鲜花（七夕生日表白铁西店）,花生活,红色预警,1,5,0,0.4,0,0.2,3,2,2,3.5,2,,,78
7934066,花生活鲜花（艾米拉花店）,花生活,红色预警,2,4,0.5,0.75,0.5,0.5,1,2,2,2.8,2,,,60
7475299,花生活鲜花（宇欣花店）,花生活,红色预警,0,5,0,0.4,0,0,1,2,2,3.5,2,,,56
2068451,花生活鲜花（花语人生）,花生活,红色预警,1,23,1,0.782608696,1,0.608695652,10,2,3,16.1,10,,,58
8902544,七彩花店,花生活,蓝色预警,3,10,0,0.1,0,0,2,2,2,7,4,,,75
1523142,花生活鲜花（明珠鲜花坊）,花生活,红色预警,13,51,0.222222222,0.294117647,0.111111111,0.215686275,11,2,3,35.7,22,,,71
9615415,沫沫鲜花,花生活,红色预警,7,28,0.125,0.392857143,0,0.321428571,6,2,2,19.6,12,,,74
9415227,世纪缘（七夕情人节，告白，鲜花）,花生活,红色预警,1,26,0,0.269230769,0,0.115384615,4,2,2,18.2,11,,,63
7475297,花生活鲜花（锦卉花艺）,花生活,红色预警,0,16,1,0.4375,0,0.125,6,2,2,11.2,7,,,76
1696175,花生活鲜花（520鲜花园艺）,花生活,红色预警,3,25,0,0,0,0,7,2,2,17.5,11,,,69
9754990,情窦初开・七夕鲜花,花生活,橙色预警,0,24,0,0.125,0,0.25,5,2,2,16.8,10,,,61
9288064,爱尚花艺鲜花（银座店）,花生活,黄色预警,4,33,0.4,0.121212121,0.4,0.090909091,6,2,2,23.1,14,,,80
2045211,花生活鲜花（阳光花坊）,花生活,橙色预警,13,49,0.272727273,0.102040816,0.363636364,0.102040816,7,2,2,34.3,20,,,68
9629132,温馨花店（七夕节日，表白，鲜花）,花生活,黄色预警,0,32,1,0.125,1,0.09375,5,2,2,22.4,13,,,76
9620570,初见花艺,花生活,红色预警,7,21,0.333333333,0.285714286,0.166666667,0.238095238,6,2,2,14.7,9,,,81
8435961,花生活鲜花（花非花艺鲜花店）,花生活,红色预警,0,1,0,0,0,1,1,2,2,0.7,1,,,69
6773940,花生活鲜花（鲜花婚庆）,花生活,橙色预警,4,31,0,0.032258065,0,0.129032258,10,2,3,21.7,13,,,75
9703796,小鹿与花鲜花店,花生活,红色预警,2,14,0.714285714,0.357142857,0.142857143,0.357142857,3,2,2,9.8,6,,,65
8803711,花遇画（七夕节日，表白，鲜花）,花生活,红色预警,11,88,0.090909091,0.454545455,0.272727273,0.545454545,18,3,5,61.6,37,,,80
9529970,碧玉鲜花店（七夕预定，表白，鲜花）,花生活,红色预警,0,37,0,0.243243243,0,0.108108108,9,2,3,25.9,16,,,59
8849837,花无缺鲜花(花生活鲜花林州店),花生活,0,2,94,0,0.010638298,0,0.095744681,17,4,6,65.8,40,,,88
9267507,浪漫花屋,花生活,橙色预警,0,20,0,0.2,0,0.2,4,2,2,14,8,,,70
9616993,幸福花舞（七夕情人节，表白，鲜花）,花生活,红色预警,1,11,0,0.727272727,0,0.363636364,3,2,2,7.7,5,,,85
9566671,倾城花艺（七夕预定，表白，鲜花）,花生活,红色预警,8,29,0,0.172413793,0.2,0.448275862,4,2,2,20.3,12,,,85
8471427,心爱之语鲜花（七夕情人节，表白，鲜花）,花生活,黄色预警,13,76,0,0.118421053,0,0.144736842,16,3,5,53.2,32,,,76
9111026,世锦鲜花（七夕情人节，告白，生日）,花生活,红色预警,0,14,1,0.785714286,1,0.285714286,4,2,2,9.8,6,,,56
9599510,时光花里（七夕情人节，礼物，鲜花）,花生活,红色预警,0,10,0,0.3,0,0.2,6,2,2,7,4,,,72
9490932,琦彩鲜花店（七夕情人节，告白，鲜花）,花生活,红色预警,12,53,0,0.132075472,0,0.283018868,14,3,4,37.1,22,,,88
9713958,星语星花坊,花生活,0,1,4,0,0,0,0,2,2,2,2.8,2,,,70
9250522,鑫缘花店（七夕预定，表白，鲜花）,花生活,0,12,39,0,0.025641026,0,0.025641026,9,2,4,27.3,16,,,77
6826712,花生活鲜花（流星花园鲜花）,花生活,黄色预警,4,34,0,0.088235294,0,0.205882353,6,2,2,23.8,14,,,84
8250907,花生活鲜花（恋恋繁花鲜花店）,花生活,红色预警,0,4,0,1,0,0.75,3,2,2,2.8,2,,,52
7785967,花生活鲜花（芸花坊）,花生活,蓝色预警,11,38,0,0.052631579,0,0.105263158,7,2,3,26.6,16,,,87
9412648,花坞鲜花绿植店,花生活,蓝色预警,0,42,0,0.095238095,0,0.119047619,6,2,2,29.4,17,,,57
5740741,花生活鲜花（唯爱花艺）,花生活,红色预警,19,46,0.153846154,0.086956522,0.461538462,0.065217391,14,3,4,32.2,19,,,75
7475288,花生活鲜花（幸福之花）,花生活,红色预警,0,4,0,0.75,0,0,2,2,2,2.8,2,,,58
9131462,花之洋花卉・七夕鲜花,花生活,红色预警,1,8,0,0.375,0,0.375,3,2,2,5.6,4,,,59
8068587,花生活鲜花（花轩子鲜花店）,花生活,0,2,6,1,0,0,0,2,2,2,4.2,2,,,75
6197578,花生活鲜花（翔远花艺）,花生活,红色预警,0,3,0,1,0,0.666666667,1,2,2,2.1,1,,,54
9288151,安琪花店（七夕情人节，礼物，鲜花）,花生活,红色预警,0,19,0,0.736842105,0,0.368421053,6,2,2,13.3,8,,,58
9107960,阳光花坊,花生活,红色预警,4,1,0.4,0,0.4,0,1,2,2,0.7,1,,,63
1330090,花生活鲜花（唯美花艺）,花生活,红色预警,1,2,0,0,0,0,1,2,2,0,0,0,0,72
9287583,鸟语花香花艺馆（七夕情人节，告白，生日）,花生活,红色预警,0,5,0,0.2,0,0.2,2,2,2,3.5,2,,,58
8983871,花点心思（七夕情人节，告白，鲜花）,花生活,0,0,1,1,0,0,0,1,2,2,0.7,1,,,63
9587011,留心花缘鲜花,花生活,红色预警,3,3,0,0.666666667,0,0.666666667,2,2,2,2.1,1,,,69
9287579,迷你鲜花店,花生活,黄色预警,6,12,0,0.166666667,0,0,3,2,2,8.4,5,,,70
7392900,花生活鲜花（如意花坊济南店）,花生活,红色预警,1,12,1,0.166666667,0,0.333333333,3,2,2,8.4,5,,,63
9766743,花匠花艺・七夕鲜花,花生活,橙色预警,6,5,0,0.2,0,0.2,1,2,2,3.5,2,,,65
8958026,花时花开,花生活,红色预警,0,17,1,0.352941176,1,0.411764706,3,2,2,11.9,7,,,56
9221395,四叶草鲜花店,花生活,红色预警,8,29,0,0.034482759,0.142857143,0.379310345,7,2,2,20.3,12,,,80
9111022,创意鲜花（七夕情人节，礼物，鲜花）,花生活,红色预警,1,88,1,0.306818182,0,0.136363636,19,3,5,61.6,37,,,66
9372605,满天星花卉・七夕鲜花,花生活,红色预警,11,26,0,0.115384615,0,0.230769231,5,2,2,18.2,11,,,72
8278275,花生活鲜花（一间花店）,花生活,黄色预警,19,40,0,0.075,0.090909091,0,12,3,4,28,17,,,64
9629176,鹿角花坊（七夕情人节，告白，鲜花）,花生活,蓝色预警,9,55,0.142857143,0.090909091,0,0.090909091,10,2,4,38.5,23,,,82
9100492,二小鲜花篮（七夕情人节，表白，鲜花）,花生活,红色预警,1,9,0,0.777777778,0,0.444444444,3,2,2,6.3,4,,,72
8207118,花生活鲜花（花开半夏鲜花店）,花生活,蓝色预警,4,9,0,0.111111111,0,0,2,2,2,6.3,4,,,73
2402349,花生活鲜花（静静花艺银盛路店）,花生活,红色预警,4,9,0,0.222222222,0,0.111111111,3,2,2,6.3,4,,,78
8435957,花生活鲜花（花之恋鲜花店）,花生活,0,20,69,0,0.014492754,0,0,7,2,3,48.3,29,,,92
9713963,花蓓花艺婚庆馆,花生活,红色预警,11,19,0,0.157894737,0,0.315789474,8,2,3,13.3,8,,,86
6952198,花生活鲜花（韦爵爷花店）,花生活,红色预警,1,27,0,0.185185185,0,0.296296296,6,2,2,18.9,11,,,72
9524465,百花心事（七夕预定，表白，鲜花）,花生活,蓝色预警,5,37,0,0.108108108,0,0.081081081,5,2,2,25.9,16,,,80
9636927,艺花园,花生活,橙色预警,6,58,0,0.068965517,0,0.224137931,11,2,4,40.6,25,,,77
9271466,中菲鲜花・七夕鲜花,花生活,红色预警,1,18,0,0.222222222,0,0.111111111,4,2,2,12.6,8,,,75
9648571,百合花艺（七夕节日，表白，鲜花）,花生活,蓝色预警,0,9,1,0.111111111,1,0.111111111,2,2,2,6.3,4,,,66
9725013,湘湘鲜花坊・七夕鲜花,花生活,黄色预警,8,38,0,0.157894737,0.142857143,0.184210526,8,2,3,26.6,16,,,87
8437926,花生活鲜花（金鳞花坊）,花生活,红色预警,3,49,0,0.755102041,0,0.551020408,15,3,4,34.3,20,,,66
9567829,花好月圆・七夕鲜花,花生活,红色预警,14,32,0,0.34375,0,0.375,14,3,4,22.4,13,,,91
8588169,小晴花艺（七夕情人节，告白，鲜花）,花生活,红色预警,0,9,0,0.555555556,0,0.444444444,2,2,2,6.3,4,,,74
8278267,花生活鲜花（时光对白花店）,花生活,黄色预警,3,15,0.25,0.133333333,0.5,0.133333333,3,2,2,10.5,7,,,66
9619422,甜蜜花派,花生活,红色预警,1,14,0,0.642857143,0,0.5,6,2,2,9.8,6,,,65
9615403,铂尔曼花都（七夕情人节，表白，鲜花）,花生活,红色预警,1,30,0.5,0.133333333,0,0.366666667,6,2,2,21,13,,,69
9217390,牵手鲜花店（七夕情人节，礼物，鲜花）,花生活,红色预警,5,16,0,0.4375,0,0.25,3,2,2,11.2,7,,,79
9475395,运通花艺（七夕情人节，告白，生日）,花生活,0,3,1,0,0,0,0,1,2,2,0.7,1,,,78
7514891,花生活鲜花（花之恋花卉）,花生活,红色预警,0,36,0,0.722222222,0,0.805555556,7,2,2,0,0,0,0,51
9653400,袭人花店・七夕鲜花,花生活,红色预警,7,27,0.25,0.296296296,0,0.185185185,3,2,2,18.9,11,,,88
9394619,花生活鲜花（鑫缘花店）,花生活,橙色预警,2,27,0,0.037037037,0,0.185185185,6,2,2,18.9,11,,,70
6865867,花生活鲜花（花满屋）,花生活,蓝色预警,11,25,0.125,0.08,0,0.04,5,2,2,17.5,11,,,69
9578992,众丽花店（七夕情人节，礼物，鲜花）,花生活,橙色预警,8,11,0.166666667,0.181818182,0.166666667,0.181818182,4,2,2,7.7,5,,,74
9022889,馨语花坊・七夕鲜花,花生活,黄色预警,10,22,0,0.090909091,0.285714286,0.045454545,4,2,2,15.4,9,,,91
7349050,花生活鲜花（馨灵花屋）,花生活,蓝色预警,8,35,0,0.114285714,0,0.057142857,7,2,3,24.5,15,,,86
7475293,花生活鲜花（520忆花坊）,花生活,橙色预警,6,33,0,0.090909091,0,0.242424242,12,2,4,23.1,14,,,83
9630681,花鲜谷,花生活,红色预警,0,6,0,0.833333333,0,0.5,3,2,2,4.2,2,,,60
7427902,花生活鲜花（同心花艺）,花生活,蓝色预警,5,11,0,0.090909091,0.2,0.090909091,4,2,2,7.7,5,,,67
9271171,墨香阁花饰礼仪（七夕节日，表白，鲜花）,花生活,红色预警,0,5,0,0.8,0,0.8,3,2,2,3.5,2,,,64
7317971,花生活鲜花（如意花坊银川店店）,花生活,黄色预警,1,11,0,0.181818182,0,0.181818182,2,2,2,7.7,5,,,66
7022275,花生活鲜花（太阳红花店）,花生活,红色预警,2,2,0,0,0,0,1,2,2,1.4,1,,,73
9075075,辉辉鲜花（七夕情人节，表白，鲜花）,花生活,红色预警,0,6,1,0.833333333,1,0.166666667,2,2,2,4.2,2,,,55
9393938,花店（七夕情人节，礼物，鲜花）,花生活,红色预警,5,8,0.333333333,0.375,0.333333333,0.375,3,2,2,5.6,4,,,76
9138121,琼瑛花坊,花生活,红色预警,3,9,0.4,0.555555556,0.2,0.444444444,3,2,2,6.3,4,,,62
7642006,花生活鲜花（爱人鲜花）,花生活,0,14,17,0,0.058823529,0,0,5,2,2,11.9,7,,,71
9257823,小雨点花屋（七夕情人节，告白，生日）,花生活,0,7,6,0.166666667,0,0.166666667,0,2,2,2,4.2,2,,,63
9616920,匠心花艺馆・七夕鲜花,花生活,0,3,17,0,0.117647059,0,0,3,2,2,11.9,7,,,79
8709973,鲜花礼品・七夕鲜花,花生活,黄色预警,6,21,0,0,0,0.047619048,3,2,2,14.7,9,,,81
9547684,丽人鲜花婚庆（七夕预定，表白，鲜花）,花生活,红色预警,3,25,0,0.24,0,0.12,4,2,2,17.5,11,,,71
9529971,满天星鲜花・七夕鲜花,花生活,红色预警,0,36,0,0.25,0,0.166666667,6,2,2,25.2,15,,,59
9670949,花阁・七夕鲜花,花生活,红色预警,1,8,0,0.375,0,0.375,2,2,2,5.6,4,,,72
4464626,花生活鲜花（雪莲花艺）,花生活,红色预警,5,67,0,0.179104478,0,0.134328358,12,2,4,46.9,28,,,87
9490933,鼎胜婚礼,花生活,红色预警,1,39,0,0.384615385,0,0.256410256,7,2,2,27.3,16,,,72
8958030,不忘初心花艺・七夕鲜花,花生活,红色预警,6,91,0,0.186813187,0,0.285714286,13,3,4,63.7,38,,,91
8983872,富康蛋糕店,花生活,红色预警,5,14,0.375,0.142857143,0.125,0.285714286,3,2,2,9.8,6,,,68
9393830,敏盈花店（七夕情人节，告白，生日）,花生活,橙色预警,7,5,0,0,0,0.2,2,2,2,3.5,2,,,90
3114926,花生活鲜花（艺博花艺）,花生活,红色预警,4,29,0,0.24137931,0,0.068965517,7,2,2,20.3,12,,,68
6543684,花生活鲜花（椰林花店）,花生活,黄色预警,20,39,0.142857143,0.128205128,0.285714286,0.076923077,6,2,2,27.3,16,,,76
6773941,花生活鲜花（百合馆鲜花店）,花生活,蓝色预警,2,37,0,0.081081081,0,0.135135135,5,2,2,25.9,16,,,67
9650544,水培花艺（七夕节日，表白，鲜花）,花生活,红色预警,5,31,0.285714286,0.419354839,0,0.225806452,6,2,2,21.7,13,,,62
9220398,情之源花艺（七夕情人节，告白，生日）,花生活,红色预警,4,18,0,0.333333333,0.25,0.166666667,4,2,2,12.6,8,,,68
9644106,四新花卉・七夕鲜花,花生活,红色预警,0,15,1,0.733333333,1,0.533333333,3,2,2,10.5,7,,,59
8803816,竹蜻蜓花艺坊・七夕鲜花,花生活,红色预警,3,9,0,0.666666667,0,0.666666667,3,2,2,6.3,4,,,69
9485288,鑫苑花坊・七夕鲜花,花生活,0,5,41,0.571428571,0.048780488,0.142857143,0.048780488,8,2,3,28.7,17,,,84
7310176,花生活鲜花（新罗区石斛花坊）,花生活,红色预警,0,5,1,0.6,1,0.4,1,2,2,3.5,2,,,58
7642002,花生活鲜花（拾花者）,花生活,红色预警,1,26,0,0.538461538,0,0.346153846,4,2,2,18.2,11,,,75
9579820,制谈叨讼驶ㄆ球party（七夕预定，表白，鲜花）,花生活,红色预警,0,8,0,0.125,0,0.125,3,2,2,5.6,4,,,59
2922099,花生活鲜花（小草堂花艺生活馆）,花生活,红色预警,8,16,0.111111111,0.3125,0.333333333,0.375,10,2,3,11.2,7,,,82
7196730,友缘鲜花（七夕节日，表白，鲜花）,花生活,0,23,100,0.045454545,0.05,0.227272727,0.08,15,4,6,70,42,,,84
8435953,有间花店・七夕鲜花,花生活,红色预警,9,75,0,0.106666667,0,0.306666667,13,3,4,52.5,32,,,81
9649135,娄阑花艺,花生活,红色预警,4,31,0.666666667,0.35483871,0.416666667,0.35483871,7,2,2,21.7,13,,,69
6503029,花生活鲜花（漫漫鲜花坊）,花生活,0,1,11,0,0,0,0,3,2,2,7.7,5,,,67
9291611,红果心悦花艺（七夕情人节，礼物，鲜花）,花生活,红色预警,7,23,0.5,0.260869565,0.25,0.217391304,3,2,2,16.1,10,,,80
7022271,花生活鲜花（心艺花店）,花生活,黄色预警,4,11,0,0.090909091,0,0.181818182,2,2,2,7.7,5,,,75
