订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题,,,,,,,,
"74753001599303065	","2020-03-10 19:05:14	","花生活鲜花（花缘花店）	","7475300	","东莞	","345.00	","0.00	",,"拣货超时；	",,,,,,,,
"75148900599696999	","2020-03-17 11:16:25	","花生活鲜花（金蔷薇时尚花艺）	","7514890	","襄阳	","245.00	","245.00	","『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店*数量1	","商家拒单；	",,,,,,,,
"73929060385703699	","2020-03-07 09:31:24	","花生活鲜花（云槿花艺）	","7392906	","无锡	","378.00	","0.00	",,"用户催单；	",,,,,,,,
"74754024046540267	","2020-03-08 09:43:44	","花生活鲜花（百合花坊）	","7475402	","中卫	","320.00	","0.00	",,"用户催单；	",,,,,,,,
"75469532723043024	","2020-03-15 19:59:21	","花生活鲜花（爱琴海鲜花店）	","7546953	","湛江	","268.00	","0.00	",,"用户催单；	",,,,,,,,
"73929061525647997	","2020-03-14 08:44:24	","花生活鲜花（云槿花艺）	","7392906	","无锡	","338.00	","0.00	",,"用户催单；	",,,,,,,,
"75148902695248334	","2020-03-22 01:50:21	","花生活鲜花（金蔷薇时尚花艺）	","7514890	","襄阳	","245.00	","245.00	","『风花雪夜』9枝白玫瑰花鲜花束送女友送闺蜜生日礼物情人节礼物*数量1	","商家超时未接单；	",,,,,,,,
"74754022405081402	","2020-03-08 14:30:26	","花生活鲜花（百合花坊）	","7475402	","中卫	","258.00	","258.00	","『惊鸿一瞥』9枝粉玫瑰搭配尤加利鲜花束送女友闺生日礼物鲜花店*数量1	","商家拒单；	",,,,,,,,
"74279024046540267	","2020-03-08 08:22:25	","花生活鲜花（同心花艺）	","7427902	","遵义	","278.00	","278.00	","『貌美如花』33枝粉色康乃馨搭配桔梗尤加利花束 三八妇女节*数量1	","商家超时未接单；	",,,,,,,,
"75148900558388210	","2020-03-27 06:27:33	","花生活鲜花（金蔷薇时尚花艺）	","7514890	","襄阳	","245.00	","245.00	","『共度爱河』11枝红玫瑰搭配尤加利韩式花束情人节送女友鲜花店*数量1	","商家超时未接单；	",,,,,,,,
"76419962132938885	","2020-03-20 21:28:04	","花生活鲜花（花幸福花店襄阳店）	","7641996	","襄阳	","198.00	","198.00	","『长命百岁』19枝红色康乃馨礼盒A款-生日鲜花长辈甄选*数量1	","商家超时未接单；	",,,,,,,,
"74754022688488193	","2020-03-31 15:43:40	","花生活鲜花（百合花坊）	","7475402	","中卫	","316.00	","0.00	",,"用户催单；	",,,,,,,,
"74290783834452645	","2020-03-06 18:24:20	","花生活鲜花（印象花坊）	","7429078	","宁德	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"75148912723043024	","2020-03-15 10:32:55	","花生活鲜花（花之恋花卉）	","7514891	","珠海	","238.00	","238.00	","『一心一意』单只粉玫瑰波波球花束  送爱人 送情人 店长推荐*数量1	","商家超时未接单；	",,,,,,,,
"75148812405081402	","2020-03-08 13:38:56	","花生活鲜花（小简花艺工作室）	","7514881	","绍兴	","245.00	","245.00	","『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店*数量1	","用户催单；	",,,,,,,,
"76420021079346474	","2020-03-08 15:16:57	","花生活鲜花（拾花者）	","7642002	","杭州	","316.00	","0.00	",,"用户催单；	",,,,,,,,
"74290780961429498	","2020-03-08 18:53:42	","花生活鲜花（印象花坊）	","7429078	","宁德	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"75148910793764473	","2020-04-01 07:57:23	","花生活鲜花（花之恋花卉）	","7514891	","珠海	","245.00	","245.00	","『风姿卓越』11枝白玫瑰搭配桔梗花束生日礼物送女友鲜花*数量1	","商家超时未接单；	",,,,,,,,
"84714271079346474	","2020-03-08 11:49:58	","心爱之语鲜花	","8471427	","通辽	","345.00	","345.00	","『相见恨晚』11枝香槟玫瑰搭配满天星栀子叶礼盒情人节送女友*数量1	","商家拒单；	",,,,,,,,
"82784592397165030	","2020-03-08 15:10:38	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","318.00	","0.00	",,"用户催单；	",,,,,,,,
"84728544046540267	","2020-03-08 09:03:29	","简爱花舍	","8472854	","上海	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"82784590367036047	","2020-03-08 15:50:30	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","158.00	","158.00	","3朵向日葵加6朵香槟尤加利桔梗红豆 父亲节花束 送爸爸*数量1	","商家拒单；	",,,,,,,,
"84728541525647997	","2020-03-14 16:19:08	","简爱花舍	","8472854	","上海	","245.00	","0.00	",,"拣货超时；	",,,,,,,,
"84728553601357685	","2020-03-07 00:52:24	","花生活鲜花（花宴鲜花店）	","8472855	","茂名	","216.00	","216.00	","『青春永驻』11枝粉色康乃馨花束 三八妇女节女神礼物花束*数量1	","商家超时未接单；	",,,,,,,,
"82784593096044909	","2020-03-08 15:57:51	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","251.00	","0.00	",,"用户催单；	",,,,,,,,
"84884893601357685	","2020-03-07 09:02:38	","爱花居晴儿鲜花	","8488489	","烟台	","620.00	","0.00	",,"用户催单；	",,,,,,,,
"82784591525647997	","2020-03-14 09:04:57	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","271.00	","0.00	",,"用户催单；	",,,,,,,,
"84884900961429498	","2020-03-08 09:53:00	","茉莉	","8488490	","菏泽	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"82784592776558867	","2020-03-24 15:59:07	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","260.00	","0.00	",,"用户催单；	",,,,,,,,
"85881691097789639	","2020-03-08 14:00:24	","洛施花艺	","8588169	","佛山	","168.00	","168.00	","『皓月当空』11枝红玫瑰搭配满天星礼盒38妇女节爆款送女友*数量1	","缺货导致退款；	",,,,,,,,
"82784602405081402	","2020-03-08 09:31:44	","花生活鲜花（乐陵鲜花店）	","8278460	","德州	","208.00	","0.00	",,"用户催单；	",,,,,,,,
"85881691525647997	","2020-03-14 11:04:50	","洛施花艺	","8588169	","佛山	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"85881691875518969	","2020-03-16 19:35:27	","洛施花艺	","8588169	","佛山	","338.00	","338.00	","『如星璀璨』满天星花束 糖果球抖音网红灯送女友送老婆生日礼物*数量1	","缺货导致退款；	",,,,,,,,
"82784602970212146	","2020-03-08 16:18:13	","花生活鲜花（乐陵鲜花店）	","8278460	","德州	","208.00	","0.00	",,"用户催单；	",,,,,,,,
"85881693938360809	","2020-03-18 22:12:44	","洛施花艺	","8588169	","佛山	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"82843823601357685	","2020-03-07 16:23:52	","花生活鲜花（胡子花艺）	","8284382	","昆明	","320.00	","0.00	",,"用户催单；	",,,,,,,,
"85881692695248334	","2020-03-22 00:37:42	","洛施花艺	","8588169	","佛山	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"85881692667646585	","2020-03-30 21:59:43	","洛施花艺	","8588169	","佛山	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"82843820251865799	","2020-03-08 10:28:44	","花生活鲜花（胡子花艺）	","8284382	","昆明	","345.00	","0.00	",,"用户催单；	",,,,,,,,
"82843864046540267	","2020-03-08 03:58:11	","花生活鲜花（花界花店）	","8284386	","贺州	","378.00	","378.00	","『永恒的微笑』香槟玫瑰向日葵混搭鲜花花篮 送亲人 送闺蜜*数量1	","商家超时未接单；	",,,,,,,,
"85881704046540267	","2020-03-08 14:23:00	","天天鲜花	","8588170	","东莞	","149.00	","149.00	","『莺莺燕燕』11枝粉玫瑰两个白色绣球搭配尤加利韩式花束*数量1	","用户催单；	",,,,,,,,
"84359580713009597	","2020-03-08 13:17:58	","花生活鲜花（浪漫花都）	","8435958	","遵义	","336.00	","0.00	",,"用户催单；	",,,,,,,,
"82843860961429498	","2020-03-08 13:15:25	","花生活鲜花（花界花店）	","8284386	","贺州	","320.00	","320.00	","『共度爱河』11枝红玫瑰搭配尤加利韩式花束情人节送女友鲜花店*数量1	","缺货导致退款；	",,,,,,,,
"84359581416530108	","2020-03-13 16:15:11	","花生活鲜花（浪漫花都）	","8435958	","遵义	","208.00	","208.00	","『白色爱恋』9枝白玫瑰搭配尤加利花束*数量1	","商家拒单；	",,,,,,,,
"83575824046540267	","2020-03-08 02:16:26	","花生活鲜花（遇见BEAUTY）	","8357582	","菏泽	","378.00	","0.00	",,"用户催单；	",,,,,,,,
"84359621079346474	","2020-03-08 09:34:03	","花生活鲜花（FlowerLife）	","8435962	","南通	","432.00	","0.00	",,"用户催单；	",,,,,,,,
"83575821761198375	","2020-03-08 15:37:15	","花生活鲜花（遇见BEAUTY）	","8357582	","菏泽	","256.00	","0.00	",,"用户催单；	",,,,,,,,
"84359622073735011	","2020-03-08 09:50:13	","花生活鲜花（FlowerLife）	","8435962	","南通	","320.00	","320.00	","『共度爱河』11枝红玫瑰搭配尤加利韩式花束情人节送女友鲜花店*数量1	","商家超时未接单；	",,,,,,,,
"84379242017194328	","2020-03-14 09:54:52	","卡斯曼鲜花店(衡阳先峰路店）	","8437924	","衡阳	","508.00	","0.00	",,"用户催单；	",,,,,,,,
"82784592970212146	","2020-03-08 13:22:21	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","258.00	","0.00	",,"用户催单；	",,,,,,,,
"82784593278305652	","2020-03-08 14:06:32	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","482.00	","0.00	",,"用户催单；	",,,,,,,,
"84714254046540267	","2020-03-08 09:47:14	","花生活鲜花（浓淋香花艺）	","8471425	","南宁	","296.00	","296.00	","『至善至美』11枝香槟玫瑰搭配2枝多头百合花束38女神节礼物*数量1	","商家少送错送；用户催单；	",,,,,,,,
"82784591150757396	","2020-03-08 14:08:36	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","231.00	","0.00	",,"用户催单；	",,,,,,,,
"83575881525647997	","2020-03-14 10:51:50	","花生活鲜花（艺朵花艺）	","8357588	","嘉兴	","245.00	","245.00	","『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店*数量1	","商家超时未接单；	",,,,,,,,
"83575924046540267	","2020-03-08 04:31:16	","花生活鲜花（花心思花艺贵阳店）	","8357592	","贵阳	","256.00	","256.00	","『绝代佳人』11枝混搭玫瑰+满天星礼盒 三八妇女节女神节礼物*数量1	","商家超时未接单；	",,,,,,,,
"82784590713009597	","2020-03-08 14:11:40	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","158.00	","0.00	",,"用户催单；	",,,,,,,,
"83575920961429498	","2020-03-08 12:29:08	","花生活鲜花（花心思花艺贵阳店）	","8357592	","贵阳	","378.00	","0.00	",,"用户催单；	",,,,,,,,
"82784592764866138	","2020-03-08 14:28:31	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","231.00	","0.00	",,"用户催单；	",,,,,,,,
"83575920353174400	","2020-03-21 16:58:29	","花生活鲜花（花心思花艺贵阳店）	","8357592	","贵阳	","170.00	","170.00	","『富贵吉祥』富贵竹两把不含花瓶送父母五公里不送仅限五公里内*数量1	","商家超时未接单；	",,,,,,,,
"82784593687109430	","2020-03-08 14:41:14	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","158.00	","0.00	",,"用户催单；	",,,,,,,,
"84359582970212146	","2020-03-08 10:54:50	","花生活鲜花（浪漫花都）	","8435958	","遵义	","245.00	","0.00	",,"用户催单；	",,,,,,,,
"82784573834452645	","2020-03-06 22:17:30	","花生活鲜花（花痴花坊）	","8278457	","上海	","378.00	","378.00	","『鲜眉亮眼』33枝粉玫瑰搭配满天星花束 三八女神节礼物*数量1	","缺货导致退款；	",,,,,,,,
"84359581150757396	","2020-03-08 13:10:05	","花生活鲜花（浪漫花都）	","8435958	","遵义	","345.00	","0.00	",,"用户催单；	",,,,,,,,
"82784570188082545	","2020-03-08 15:06:41	","花生活鲜花（花痴花坊）	","8278457	","上海	","256.00	","0.00	",,"用户催单；	",,,,,,,,
"82784571944367244	","2020-03-16 20:39:05	","花生活鲜花（花痴花坊）	","8278457	","上海	","268.00	","0.00	",,"用户催单；	",,,,,,,,
"82784593601357685	","2020-03-07 08:01:01	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","178.00	","0.00	",,"用户催单；	",,,,,,,,
"82784590961429498	","2020-03-08 11:39:05	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","251.00	","0.00	",,"用户催单；	",,,,,,,,
"82784590752613205	","2020-03-08 12:51:51	","花生活鲜花（蝶恋花花店）	","8278459	","南通	","493.00	","0.00	",,"用户催单；	",,,,,,,,
"80944332332143974	","2020-03-30 09:58:07	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","368.00	","0.00	",,"用户催单；	",,,,,,,,
"80944332101116528	","2020-03-30 20:15:41	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","275.00	","0.00	",,"用户催单；	",,,,,,,,
"82783220752613205	","2020-03-08 18:37:39	","花生活鲜花（岭铖花坊）	","8278322	","四平	","216.00	","216.00	","『青春永驻』11枝粉色康乃馨花束 三八妇女节女神礼物花束*数量1	","商家拒单；	",,,,,,,,
"82071184046540267	","2020-03-08 07:50:06	","花生活鲜花（花开半夏鲜花店）	","8207118	","宝鸡	","424.00	","0.00	",,"用户催单；	",,,,,,,,
"82783234064191074	","2020-03-07 13:31:44	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"82268882332143974	","2020-03-30 04:35:04	","花生活鲜花（锦绣花艺坊）	","8226888	","毕节	","245.00	","245.00	","『店长推荐』3枝白玫瑰+6枝粉玫瑰花搭配满天星推荐生日鲜花店*数量1	","商家拒单；	",,,,,,,,
"82509034064191074	","2020-03-07 19:51:39	","花生活鲜花（花之韵鲜花店）	","8250903	","新乡	","248.00	","0.00	",,"用户催单；	",,,,,,,,
"82783231099541322	","2020-03-07 18:53:27	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『皓月当空』11枝红玫瑰搭配满天星礼盒38妇女节爆款送女友*数量1	","商家拒单；	",,,,,,,,
"82509032723043024	","2020-03-15 03:47:01	","花生活鲜花（花之韵鲜花店）	","8250903	","新乡	","245.00	","245.00	","『相见恨晚』11枝香槟玫瑰搭配满天星栀子叶礼盒情人节送女友*数量1	","商家超时未接单；	",,,,,,,,
"82509033901843816	","2020-03-25 22:25:40	","花生活鲜花（花之韵鲜花店）	","8250903	","新乡	","378.00	","378.00	","『Blue D2款』【33枝蓝色玫瑰鲜花儿+配草 礼盒】*数量1	","缺货导致退款；	",,,,,,,,
"82783233808945482	","2020-03-07 21:58:01	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","158.00	","158.00	","『旷世容颜』11枝香槟玫瑰搭配桔梗尤加利花束*数量1	","商家拒单；	",,,,,,,,
"82782610961429498	","2020-03-08 10:08:16	","花生活鲜花（一品花艺）	","8278261	","银川	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"82783230597369658	","2020-03-07 22:07:04	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","158.00	","158.00	","『活动特惠』11只红玫瑰花束 花店推荐鲜花 送女友生日礼物*数量1	","商家拒单；	",,,,,,,,
"82782670961429498	","2020-03-08 10:32:22	","花生活鲜花（时光对白花店）	","8278267	","周口	","320.00	","0.00	",,"用户催单；	",,,,,,,,
"82783232004207863	","2020-03-07 22:09:30	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『皓月当空』11枝红玫瑰搭配满天星礼盒38妇女节爆款送女友*数量1	","商家拒单；	",,,,,,,,
"82782671776304077	","2020-03-08 10:44:10	","花生活鲜花（时光对白花店）	","8278267	","周口	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"82782670251865799	","2020-03-08 11:02:56	","花生活鲜花（时光对白花店）	","8278267	","周口	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"82783223834452645	","2020-03-06 18:04:52	","花生活鲜花（岭铖花坊）	","8278322	","四平	","138.00	","138.00	","『诗和远方』11枝粉玫瑰搭配相思梅花束送闺蜜送女友鲜花店生日*数量1	","商家拒单；	",,,,,,,,
"82782670752613205	","2020-03-08 11:24:23	","花生活鲜花（时光对白花店）	","8278267	","周口	","278.00	","0.00	",,"用户催单；	",,,,,,,,
"82783224046540267	","2020-03-08 09:59:45	","花生活鲜花（岭铖花坊）	","8278322	","四平	","278.00	","278.00	","『如诗如画』19枝粉色康乃馨花束 三八妇女节礼物 送妈妈*数量1	","商家拒单；	",,,,,,,,
"82782671416530108	","2020-03-13 00:26:57	","花生活鲜花（时光对白花店）	","8278267	","周口	","216.00	","0.00	",,"用户催单；	",,,,,,,,
"82783221079346474	","2020-03-08 10:30:08	","花生活鲜花（岭铖花坊）	","8278322	","四平	","378.00	","378.00	","『鲜眉亮眼』33枝粉玫瑰搭配满天星花束 三八女神节礼物*数量1	","商家拒单；	",,,,,,,,
"80944331079346474	","2020-03-08 07:44:14	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"82783222073735011	","2020-03-08 10:53:15	","花生活鲜花（岭铖花坊）	","8278322	","四平	","378.00	","378.00	","『给予温暖』19枝粉玫瑰搭配3朵向日葵配草混搭花束三八妇女节*数量1	","商家拒单；	",,,,,,,,
"80944332405081402	","2020-03-08 09:53:20	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"82783222405081402	","2020-03-08 12:10:53	","花生活鲜花（岭铖花坊）	","8278322	","四平	","178.00	","0.00	",,"用户催单；	",,,,,,,,
"80944331776304077	","2020-03-08 09:53:26	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","318.00	","0.00	",,"用户催单；	",,,,,,,,
"82783221776304077	","2020-03-08 12:26:46	","花生活鲜花（岭铖花坊）	","8278322	","四平	","378.00	","378.00	","『给予温暖』19枝粉玫瑰搭配3朵向日葵配草混搭花束三八妇女节*数量1	","商家拒单；	",,,,,,,,
"80944333687109430	","2020-03-08 11:33:30	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"80944333216664489	","2020-03-08 12:05:21	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","298.00	","0.00	",,"用户催单；	",,,,,,,,
"80944330353174400	","2020-03-21 09:08:07	","花生活鲜花（清湘花坊）	","8094433	","乌鲁木齐	","336.00	","0.00	",,"用户催单；	",,,,,,,,
"82783764046540267	","2020-03-08 09:19:49	","花生活鲜花（冬平花屋）	","8278376	","宁波	","246.00	","0.00	",,"用户催单；	",,,,,,,,
"82783761079346474	","2020-03-08 11:00:57	","花生活鲜花（冬平花屋）	","8278376	","宁波	","359.00	","0.00	",,"用户催单；	",,,,,,,,
"82783232882628743	","2020-03-07 22:16:09	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","158.00	","158.00	","『活动特惠』11只红玫瑰花束 花店推荐鲜花 送女友生日礼物*数量1	","商家拒单；	",,,,,,,,
"80719810188082545	","2020-03-08 09:32:47	","花生活鲜花（红豆情鲜花）	","8071981	","北京	","358.00	","0.00	",,"用户催单；	",,,,,,,,
"82783762073735011	","2020-03-08 14:23:55	","花生活鲜花（冬平花屋）	","8278376	","宁波	","217.00	","0.00	",,"用户催单；	",,,,,,,,
"82783231546403747	","2020-03-07 22:16:45	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『皓月当空』11枝红玫瑰搭配满天星礼盒38妇女节爆款送女友*数量1	","商家拒单；	",,,,,,,,
"82783232949176973	","2020-03-07 22:22:44	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『皓月当空』11枝红玫瑰搭配满天星礼盒38妇女节爆款送女友*数量1	","商家拒单；	",,,,,,,,
"82783760045538585	","2020-03-25 12:04:30	","花生活鲜花（冬平花屋）	","8278376	","宁波	","299.00	","299.00	","『花开并蒂』19枝蓝色妖姬礼盒情人节送女友送男友情人节*数量1	","商家超时未接单；	",,,,,,,,
"80719810251865799	","2020-03-08 11:54:50	","花生活鲜花（红豆情鲜花）	","8071981	","北京	","216.00	","216.00	","『青春永驻』11枝粉色康乃馨花束 三八妇女节女神礼物花束*数量1	","商家拒单；	",,,,,,,,
"82783800353174400	","2020-03-21 00:15:28	","花生活鲜花（罗曼蒂克花艺婚庆）	","8278380	","烟台	","35.00	","35.00	","韩式满天星小花束颜色随机 送男朋友 送女朋友 送闺蜜*数量1	","商家拒单；	",,,,,,,,
"80890122970212146	","2020-03-08 13:33:09	","花生活鲜花（三爷花店）	","8089012	","乌海	","236.00	","0.00	",,"用户催单；	",,,,,,,,
"82783231079346474	","2020-03-08 10:22:48	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","208.00	","208.00	","『初恋的味道』9枝粉玫瑰花搭配满天星花束送闺蜜生日花鲜花店*数量1	","商家拒单；	",,,,,,,,
"82783802695248334	","2020-03-22 06:51:33	","花生活鲜花（罗曼蒂克花艺婚庆）	","8278380	","烟台	","35.00	","35.00	","韩式满天星小花束颜色随机 送男朋友 送女朋友 送闺蜜*数量1	","商家超时未接单；	",,,,,,,,
"80890120713009597	","2020-03-08 15:44:35	","花生活鲜花（三爷花店）	","8089012	","乌海	","629.00	","0.00	",,"用户催单；	",,,,,,,,
"82783801126386827	","2020-03-31 17:25:20	","花生活鲜花（罗曼蒂克花艺婚庆）	","8278380	","烟台	","128.00	","128.00	","抖音网红漫天星小花束生日伴手礼 送手提袋*数量1	","商家超时未接单；	",,,,,,,,
"82783230085732698	","2020-03-28 14:54:17	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","170.00	","0.00	",,"用户催单；	",,,,,,,,
"80890120521979257	","2020-03-11 16:44:10	","花生活鲜花（三爷花店）	","8089012	","乌海	","620.00	","0.00	",,"用户催单；	",,,,,,,,
"82783230793764473	","2020-04-01 01:01:19	","花生活鲜花（莉莉鲜花店）	","8278323	","克孜勒苏柯尔克孜自治州	","368.00	","0.00	",,"用户催单；	",,,,,,,,
"80890121944367244	","2020-03-16 13:10:13	","花生活鲜花（三爷花店）	","8089012	","乌海	","378.00	","0.00	",,"用户催单；	",,,,,,,,
"87556771126386827	","2020-03-31 11:42:01	","花开一束	","8755677	","湘西土家族苗族自治州	","278.00	","0.00	",,"用户催单；	",,,,,,,,
