订单编号,下单时间,店铺名称,店铺ID,店铺所在城市,订单总金额（元）,退款金额（元）,退款商品,商家服务问题
"95694180075108782	","2020-08-25 11:55:07	","浪漫花都鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569418	","曲靖	","259.00	","259.00	","【春风十里】11枝红玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家超时未接单；	"
"94690510075108782	","2020-08-25 17:45:32	","一花一叶花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9469051	","长沙	","528.00	","0.00	",,"用户催单；	"
"94156151069511785	","2020-08-25 10:28:42	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","259.00	","0.00	",,"拣货超时；	"
"94712101795091754	","2020-08-25 09:54:14	","先花店鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9471210	","长沙	","259.00	","0.00	",,"用户催单；	"
"95560954016847411	","2020-08-25 14:56:03	","百合鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9556095	","安阳	","259.00	","0.00	",,"用户催单；	"
"95694190408368023	","2020-08-25 07:46:18	","倾城鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569419	","保定	","509.00	","0.00	",,"用户催单；	"
"94156152529093535	","2020-08-25 10:36:50	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","259.00	","0.00	",,"用户催单；	"
"94712101677285159	","2020-08-25 12:15:28	","先花店鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9471210	","长沙	","259.00	","0.00	",,"用户催单；	"
"94156153152492135	","2020-08-25 10:40:31	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","329.00	","0.00	",,"拣货超时；	"
"95560961677285159	","2020-08-25 11:38:32	","青青花卉鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9556096	","贵阳	","259.00	","0.00	",,"用户催单；	"
"94328342386186755	","2020-08-25 20:25:25	","馨悦花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9432834	","青岛	","229.00	","0.00	",,"用户催单；	"
"94156151165886577	","2020-08-25 10:58:54	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","156.00	","0.00	",,"用户催单；	"
"94361213966510833	","2020-08-24 22:17:10	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","329.00	","0.00	",,"用户催单；	"
"94156153266318408	","2020-08-25 11:26:55	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","259.00	","0.00	",,"拣货超时；	"
"95560963382704585	","2020-08-25 12:06:29	","青青花卉鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9556096	","贵阳	","329.00	","0.00	",,"用户催单；	"
"94361213382704585	","2020-08-25 11:18:40	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","499.00	","0.00	",,"用户催单；	"
"94156151363120396	","2020-08-25 13:02:23	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","259.00	","0.00	",,"拣货超时；	"
"95575410408368023	","2020-08-25 09:40:08	","半亩花田鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9557541	","长治市	","259.00	","0.00	",,"用户催单；	"
"94156151093934630	","2020-08-25 13:04:39	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","159.00	","0.00	",,"拣货超时；用户催单；	"
"94361212141837702	","2020-08-25 12:07:37	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","509.00	","0.00	",,"用户催单；	"
"95694193892506751	","2020-08-25 12:38:16	","倾城鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569419	","保定	","509.00	","0.00	",,"用户催单；	"
"94156152501118848	","2020-08-25 14:10:54	","一花一木花艺生活馆(七夕节预定,生日鲜花，表白鲜花)	","9415615	","海口	","239.00	","0.00	",,"拣货超时；	"
"95575413382704585	","2020-08-25 14:01:11	","半亩花田鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9557541	","长治市	","259.00	","0.00	",,"用户催单；	"
"94361214016847411	","2020-08-25 13:18:11	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","329.00	","329.00	","【闺蜜】19枝粉玫瑰鲜花花束*数量1	","缺货导致退款；	"
"93852133968253920	","2020-08-25 11:33:48	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"95694220408368023	","2020-08-25 00:21:17	","唯美花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569422	","铜仁	","259.00	","0.00	",,"用户催单；	"
"95575411300204059	","2020-08-25 15:37:42	","半亩花田鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9557541	","长治市	","549.00	","0.00	",,"用户催单；	"
"93852133605089781	","2020-08-25 13:02:12	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"94361212718691708	","2020-08-25 16:15:16	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","259.00	","0.00	",,"用户催单；	"
"95694221795091754	","2020-08-25 08:38:38	","唯美花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569422	","铜仁	","259.00	","0.00	",,"用户催单；	"
"93852132742513103	","2020-08-25 16:54:46	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"95575413213192828	","2020-08-25 17:31:01	","半亩花田鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9557541	","长治市	","259.00	","0.00	",,"用户催单；	"
"94361213968253920	","2020-08-25 16:34:52	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","259.00	","0.00	",,"用户催单；	"
"95694222141837702	","2020-08-25 09:18:59	","唯美花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569422	","铜仁	","259.00	","0.00	",,"用户催单；	"
"93853841300204059	","2020-08-25 09:55:33	","简单花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385384	","黑河	","329.00	","0.00	",,"用户催单；	"
"95694221300204059	","2020-08-25 09:30:29	","唯美花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569422	","铜仁	","259.00	","0.00	",,"用户催单；	"
"93940792718691708	","2020-08-25 12:46:50	","花言草语鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9394079	","昭通	","259.00	","0.00	",,"用户催单；	"
"95694170408368023	","2020-08-25 18:49:27	","胖子花卉鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569417	","唐山	","259.00	","259.00	","【玉软花柔】11枝粉玫瑰鲜花花束*数量1	","商家超时未接单；	"
"94361212342655417	","2020-08-25 17:06:56	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","259.00	","0.00	",,"用户催单；	"
"95694223892506751	","2020-08-25 09:55:43	","唯美花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569422	","铜仁	","299.00	","0.00	",,"用户催单；	"
"93940791069511785	","2020-08-25 14:31:00	","花言草语鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9394079	","昭通	","329.00	","0.00	",,"用户催单；	"
"94361212118209784	","2020-08-25 18:42:26	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","349.00	","0.00	",,"用户催单；	"
"95694182386186755	","2020-08-25 00:48:26	","浪漫花都鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569418	","曲靖	","334.00	","334.00	","【佳人如兰】11枝蓝色妖姬鲜花花束（真花上色）*数量1	","缺货导致退款；用户催单；	"
"95694220075108782	","2020-08-25 10:03:37	","唯美花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569422	","铜仁	","509.00	","0.00	",,"用户催单；	"
"93940790428454022	","2020-08-25 15:22:05	","花言草语鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9394079	","昭通	","259.00	","0.00	",,"用户催单；	"
"94361212529093535	","2020-08-25 19:03:38	","玉花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9436121	","重庆	","259.00	","0.00	",,"用户催单；	"
"93940791093934630	","2020-08-25 16:38:11	","花言草语鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9394079	","昭通	","279.00	","0.00	",,"用户催单；	"
"95694223774986605	","2020-08-25 15:14:41	","唯美花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569422	","铜仁	","279.00	","0.00	",,"用户催单；	"
"93942661269807160	","2020-08-24 14:20:05	","花仙谷鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9394266	","黄冈	","259.00	","0.00	",,"用户催单；	"
"94381393154924351	","2020-08-24 18:02:39	","繁花花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9438139	","张家口	","259.00	","0.00	",,"用户催单；	"
"93851151269807160	","2020-08-24 07:33:40	","千千惠鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385115	","临沂	","259.00	","0.00	",,"用户催单；	"
"93942660408368023	","2020-08-25 11:17:04	","花仙谷鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9394266	","黄冈	","279.00	","0.00	",,"用户催单；	"
"94381390075108782	","2020-08-25 19:57:13	","繁花花坊鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9438139	","张家口	","259.00	","0.00	",,"用户催单；	"
"93851153470084206	","2020-08-25 06:50:42	","千千惠鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385115	","临沂	","319.00	","0.00	",,"用户催单；	"
"93942661677285159	","2020-08-25 15:08:19	","花仙谷鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9394266	","黄冈	","259.00	","0.00	",,"用户催单；	"
"93851151795091754	","2020-08-25 08:46:56	","千千惠鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385115	","临沂	","259.00	","0.00	",,"用户催单；	"
"94383200358768070	","2020-08-25 17:56:15	","尚品花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9438320	","郑州	","259.00	","0.00	",,"用户催单；	"
"94021870358768070	","2020-08-25 12:57:10	","百卉鲜花婚庆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9402187	","唐山	","290.00	","290.00	","【余生爱你】19枝粉玫瑰鲜花花束*数量1	","商家拒单；	"
"93851153892506751	","2020-08-25 10:09:23	","千千惠鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385115	","临沂	","259.00	","0.00	",,"用户催单；	"
"94021873892506751	","2020-08-25 18:40:29	","百卉鲜花婚庆鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9402187	","唐山	","260.00	","0.00	",,"用户催单；	"
"95694181677285159	","2020-08-25 02:25:16	","浪漫花都鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9569418	","曲靖	","334.00	","334.00	","【相知相随】19枝红玫瑰鲜花花束*数量1	","质量问题导致退款；用户催单；	"
"94383200075108782	","2020-08-25 19:11:04	","尚品花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9438320	","郑州	","259.00	","0.00	",,"用户催单；	"
"93851152718691708	","2020-08-25 11:21:47	","千千惠鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385115	","临沂	","509.00	","0.00	",,"用户催单；	"
"94154942386186755	","2020-08-25 20:17:13	","九月花艺鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9415494	","青岛	","330.00	","0.00	",,"用户催单；	"
"93851152118209784	","2020-08-25 12:55:28	","千千惠鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385115	","临沂	","259.00	","0.00	",,"用户催单；	"
"93851151363120396	","2020-08-25 14:21:38	","千千惠鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385115	","临沂	","259.00	","0.00	",,"用户催单；	"
"93852133470084206	","2020-08-25 08:20:28	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"93852132386186755	","2020-08-25 08:54:31	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"93852131300204059	","2020-08-25 09:40:21	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"93852130358768070	","2020-08-25 09:50:44	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","349.00	","0.00	",,"用户催单；	"
"93852130026515543	","2020-08-25 10:31:02	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","524.00	","0.00	",,"用户催单；	"
"93852133982058332	","2020-08-25 11:24:34	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"93852132718691708	","2020-08-25 11:29:42	","娜娜花屋鲜花店(七夕节预定,生日鲜花，表白鲜花)	","9385213	","宝鸡	","259.00	","0.00	",,"用户催单；	"
"96700133900237471	","2020-08-25 13:56:30	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","188.00	","188.00	","七夕情人节双色满天星花束送女友闺蜜鲜花店同城配送*数量1	","缺货导致退款；	"
"96700131093934630	","2020-08-25 14:14:23	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","198.00	","198.00	","七夕节19支朵红玫瑰花礼盒生日情人节鲜花店配送*数量1	","用户催单；	"
"96700130472979596	","2020-08-25 15:20:41	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","178.00	","0.00	",,"用户催单；	"
"96700143982058332	","2020-08-25 15:39:03	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","509.00	","0.00	",,"用户催单；	"
"96700142718691708	","2020-08-25 16:00:44	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","509.00	","0.00	",,"用户催单；	"
"96700143123430734	","2020-08-25 16:15:12	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","0.00	",,"用户催单；	"
"97623633266318408	","2020-08-25 15:32:56	","君之吻花坊	","9762363	","杭州	","339.00	","339.00	","【相知相随】19枝红玫瑰鲜花花束*数量1	","用户催单；	"
"96700143605089781	","2020-08-25 17:10:35	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","259.00	","【纸短情长】11枝粉玫瑰鲜花礼盒*数量1	","商家拒单；	"
"97623630312975728	","2020-08-25 15:55:33	","君之吻花坊	","9762363	","杭州	","329.00	","0.00	",,"用户催单；	"
"96700143774986605	","2020-08-25 17:22:20	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","0.00	",,"用户催单；	"
"97623633900237471	","2020-08-25 15:58:59	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"96700141069511785	","2020-08-25 17:27:02	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","259.00	","【花开相爱】11枝红玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家拒单；	"
"97623631363120396	","2020-08-25 16:24:14	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"96700142454686031	","2020-08-25 17:37:17	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","259.00	","【浪漫宣言】11枝红玫瑰+2只小熊鲜花礼盒*数量1	","商家拒单；	"
"97660352386186755	","2020-08-25 08:42:27	","晨花飞扬・七夕节鲜花,表白鲜花	","9766035	","杭州	","259.00	","259.00	","【未来可期】11枝香槟玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家超时未接单；	"
"96700142529093535	","2020-08-25 18:02:39	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","259.00	","【粉色公主】11枝粉玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家拒单；	"
"97688042141837702	","2020-08-25 09:37:15	","花旺・七夕节鲜花,表白鲜花	","9768804	","怀化	","259.00	","0.00	",,"用户催单；	"
"97688043892506751	","2020-08-25 12:48:54	","花旺・七夕节鲜花,表白鲜花	","9768804	","怀化	","259.00	","0.00	",,"用户催单；	"
"96700143152492135	","2020-08-25 18:03:25	","梦真花卉鲜花礼品鲜花店	","9670014	","菏泽	","259.00	","0.00	",,"用户催单；	"
"97688043123430734	","2020-08-25 15:33:37	","花旺・七夕节鲜花,表白鲜花	","9768804	","怀化	","279.00	","279.00	","【明眸】11枝香槟玫瑰+1枝向日葵鲜花花束毕业季花礼*数量1	","商家拒单；	"
"97711893382704585	","2020-08-25 14:46:15	","梦幻花坊・七夕节鲜花,表白鲜花	","9771189	","青岛	","259.00	","0.00	",,"用户催单；	"
"96700091300204059	","2020-08-25 09:58:41	","依依花语鲜花礼品鲜花店	","9670009	","宜春	","329.00	","0.00	",,"用户催单；	"
"97711921300204059	","2020-08-25 16:38:31	","红枫林・七夕节鲜花,表白鲜花	","9771192	","郴州	","259.00	","0.00	",,"用户催单；	"
"97868112141837702	","2020-08-25 12:14:27	","欢聚缘婚礼・七夕节鲜花,表白鲜花	","9786811	","朔州	","259.00	","0.00	",,"用户催单；	"
"96700093892506751	","2020-08-25 17:09:38	","依依花语鲜花礼品鲜花店	","9670009	","宜春	","279.00	","0.00	",,"用户催单；	"
"97551570075108782	","2020-08-25 16:45:34	","伊人花艺・七夕节鲜花,表白鲜花	","9755157	","北京	","259.00	","0.00	",,"用户催单；	"
"97868111300204059	","2020-08-25 12:17:12	","欢聚缘婚礼・七夕节鲜花,表白鲜花	","9786811	","朔州	","259.00	","0.00	",,"用户催单；	"
"96700091294596594	","2020-08-25 18:32:45	","依依花语鲜花礼品鲜花店	","9670009	","宜春	","569.00	","569.00	","【为你心动】33枝红玫瑰鲜花天心礼盒-七夕节表白鲜花*数量1 + 【许愿灯】点亮人生  单拍不送*数量1	","商家超时未接单；	"
"97868110075108782	","2020-08-25 14:19:59	","欢聚缘婚礼・七夕节鲜花,表白鲜花	","9786811	","朔州	","259.00	","0.00	",,"用户催单；	"
"97564320408368023	","2020-08-25 12:44:40	","完美婚庆・七夕节鲜花,表白鲜花	","9756432	","秦皇岛	","268.00	","0.00	",,"用户催单；	"
"97868111294596594	","2020-08-25 14:59:17	","欢聚缘婚礼・七夕节鲜花,表白鲜花	","9786811	","朔州	","329.00	","0.00	",,"用户催单；	"
"96700093968253920	","2020-08-25 18:35:33	","依依花语鲜花礼品鲜花店	","9670009	","宜春	","529.00	","529.00	","【心心相惜】36枝粉玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家超时未接单；	"
"97868112718691708	","2020-08-25 18:43:12	","欢聚缘婚礼・七夕节鲜花,表白鲜花	","9786811	","朔州	","339.00	","339.00	","【卿本佳人】19枝粉玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家超时未接单；	"
"96700131677285159	","2020-08-25 09:09:07	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","198.00	","0.00	",,"用户催单；	"
"97895430408368023	","2020-08-25 03:10:43	","遇见花艺・七夕节鲜花,表白鲜花	","9789543	","长沙	","509.00	","509.00	","【一曲相思】33枝红玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家超时未接单；	"
"97564340408368023	","2020-08-25 11:50:54	","鲜花小站・七夕节鲜花,表白鲜花	","9756434	","郴州	","259.00	","259.00	","【未来可期】11枝香槟玫瑰鲜花礼盒-七夕节表白鲜花*数量1	","商家超时未接单；	"
"97895431795091754	","2020-08-25 08:20:08	","遇见花艺・七夕节鲜花,表白鲜花	","9789543	","长沙	","329.00	","329.00	","【暗里着迷】19枝粉玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家拒单；	"
"96700134016847411	","2020-08-25 10:07:34	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","198.00	","0.00	",,"用户催单；	"
"97897433982058332	","2020-08-25 17:19:41	","朵朵鲜花店・七夕节鲜花,表白鲜花	","9789743	","青岛	","260.00	","0.00	",,"用户催单；	"
"97566351300204059	","2020-08-25 09:36:46	","小周鲜花屋・七夕节鲜花,表白鲜花	","9756635	","重庆	","509.00	","0.00	",,"用户催单；	"
"97939553470084206	","2020-08-25 10:20:41	","阳光鲜花・七夕节鲜花,表白鲜花	","9793955	","杭州	","259.00	","0.00	",,"用户催单；	"
"96700130026515543	","2020-08-25 10:17:49	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","238.00	","0.00	",,"用户催单；	"
"97566352718691708	","2020-08-25 11:43:17	","小周鲜花屋・七夕节鲜花,表白鲜花	","9756635	","重庆	","259.00	","0.00	",,"用户催单；	"
"97939552141837702	","2020-08-25 13:19:24	","阳光鲜花・七夕节鲜花,表白鲜花	","9793955	","杭州	","269.00	","0.00	",,"用户催单；	"
"97989170408368023	","2020-08-25 06:51:15	","FLOWER意达・七夕节鲜花,表白鲜花	","9798917	","辽阳	","274.00	","0.00	",,"用户催单；	"
"96700133123430734	","2020-08-25 11:48:25	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","28.90	","28.90	","七夕情人节单支朵红玫瑰花束鲜花店10支起配送*数量1	","用户催单；	"
"97623634016847411	","2020-08-25 10:47:49	","君之吻花坊	","9762363	","杭州	","509.00	","509.00	","【清恋】33枝香槟玫瑰鲜花花束-七夕节表白鲜花*数量1	","商家拒单；	"
"97566352342655417	","2020-08-25 12:50:24	","小周鲜花屋・七夕节鲜花,表白鲜花	","9756635	","重庆	","259.00	","0.00	",,"用户催单；	"
"97989171677285159	","2020-08-25 09:28:26	","FLOWER意达・七夕节鲜花,表白鲜花	","9798917	","辽阳	","509.00	","0.00	",,"用户催单；	"
"97566353605089781	","2020-08-25 13:21:37	","小周鲜花屋・七夕节鲜花,表白鲜花	","9756635	","重庆	","259.00	","0.00	",,"用户催单；	"
"97989172141837702	","2020-08-25 10:56:27	","FLOWER意达・七夕节鲜花,表白鲜花	","9798917	","辽阳	","509.00	","509.00	","【怦然心动】33枝红玫瑰黑纱鲜花花束*数量1	","用户催单；	"
"97623630026515543	","2020-08-25 11:04:16	","君之吻花坊	","9762363	","杭州	","269.00	","0.00	",,"用户催单；	"
"96700131069511785	","2020-08-25 12:10:44	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","188.00	","0.00	",,"用户催单；	"
"97989170358768070	","2020-08-25 11:13:37	","FLOWER意达・七夕节鲜花,表白鲜花	","9798917	","辽阳	","259.00	","0.00	",,"用户催单；	"
"97566351069511785	","2020-08-25 13:46:18	","小周鲜花屋・七夕节鲜花,表白鲜花	","9756635	","重庆	","259.00	","0.00	",,"用户催单；	"
"97623630075108782	","2020-08-25 11:27:36	","君之吻花坊	","9762363	","杭州	","259.00	","0.00	",,"用户催单；	"
"96700132454686031	","2020-08-25 12:12:00	","牵手花艺鲜花礼品鲜花店	","9670013	","太原	","298.00	","298.00	","永生花独角兽玫瑰花礼盒送女友老婆闺蜜情人节七夕生日礼物*数量1	","缺货导致退款；	"
