,poi_id,门店名,品牌ID,品牌名,省份,城市,城市等级,蜂窝,首次上线时间,一级品类,二级品类,在线商品数,提单数,推单数,订单数,原价交易额,实付交易额,非异订单数,商家配送延迟订单数,商家拒单订单数,商家不接单订单数,商家取消不告知订单数,商家违规投诉订单数,美团配送延迟订单数,因美团配送原因取消订单数,曝光人数,进店人数,成单用户数
0,4017324,藤园艺馆,0,,河北省,张家口,D1,银座,20171211.0,鲜花绿植,鲜花店,13,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,298,12,0
0,9716991,花间密码,100031553,喜花绿植,河北省,张家口,D1,宣化区,20200810.0,鲜花绿植,鲜花店,288,13,12,12,1889.0,851.81,0,0,0,0,0,0,0,0,7992,193,12
0,7506071,牛牛水族花卉（尚义）,0,,河北省,张家口,D1,,20190726.0,鲜花绿植,绿植/园艺店,38,1,1,1,120.0,120.0,0,0,0,0,0,0,0,0,2253,105,1
0,8313418,诺言鲜花（涿鹿县店）,100004094,诺言鲜花,河北省,张家口,D1,,20200210.0,鲜花绿植,鲜花店,633,8,6,6,2606.0,1044.0,1,1,0,0,0,0,0,0,2430,142,6
0,6627263,沁园花卉（平安街店）,0,,河北省,张家口,D1,,20190308.0,鲜花绿植,鲜花店,52,10,8,8,1275.0,1275.0,0,0,0,0,0,0,0,0,686,86,8
0,9329905,幸福草花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,20200615.0,鲜花绿植,鲜花店,324,7,7,5,1683.0,691.0,1,0,1,0,0,0,0,0,5225,116,5
0,8404291,艾妮花艺（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,20200121.0,鲜花绿植,鲜花店,398,57,54,48,10160.0,4573.6,5,4,0,1,0,0,0,0,7685,415,47
0,3801797,米兰鲜花店鲜花绿植,0,,河北省,张家口,D1,宣化区,20171114.0,鲜花绿植,鲜花店,546,47,40,38,14316.0,5204.0,2,1,0,0,0,0,0,0,10920,428,38
0,7522119,红威鲜花店（鲜花，生日花表白）,100003909,一家花店,河北省,张家口,D1,,20190801.0,鲜花绿植,鲜花店,520,12,10,10,2546.0,1245.0,0,0,0,0,0,0,0,0,1981,135,10
0,8847516,鲜花坊（教师节鲜花、婚庆用花、开业花篮）,100011097,玫瑰之约鲜花,河北省,张家口,D1,,20200527.0,鲜花绿植,鲜花店,435,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2076,35,0
0,6498010,此间花开,0,,河北省,张家口,D1,桥西区,20190220.0,鲜花绿植,鲜花店,554,218,203,181,72576.0,20602.0,19,12,5,0,0,0,0,0,17996,1837,181
0,3869239,百合花屋,0,,河北省,张家口,D1,,20171123.0,鲜花绿植,鲜花店,29,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,503,40,0
0,3776909,奇臻花卉城,0,,河北省,张家口,D1,,20171209.0,鲜花绿植,鲜花店,38,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,543,24,0
0,9851909,花森林（丰桂元鲜花店）,100035486,花森林,河北省,张家口,D1,桥东区,20200901.0,鲜花绿植,综合鲜花绿植店,356,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4576,47,0
0,2253189,世佳花艺,0,,河北省,张家口,D1,,20170401.0,鲜花绿植,鲜花店,5,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,0,0
0,8191064,轩辕花卉,11035,鼎卉鲜花,河北省,张家口,D1,,20191211.0,鲜花绿植,鲜花店,773,4,4,4,1364.0,542.0,0,0,0,0,0,0,0,0,2166,71,4
0,9776058,百祥刺青鲜花店,0,,河北省,张家口,D1,高新区,20200819.0,鲜花绿植,鲜花店,185,1,1,1,168.0,168.0,0,0,0,0,0,0,0,0,5961,50,1
0,3809441,八彩鲜花（花语鲜花）,100004096,八彩时尚花艺,河北省,张家口,D1,银座,20171124.0,鲜花绿植,鲜花店,506,11,11,10,3839.0,1083.99,3,2,1,0,0,0,0,0,4834,144,10
0,5988221,798花舍,0,,河北省,张家口,D1,桥西区,20181023.0,鲜花绿植,鲜花店,120,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,518,9,0
0,8837374,醉美花艺馆（教师节鲜花、绿植，盆栽）,0,,河北省,张家口,D1,高新区,20200409.0,鲜花绿植,鲜花店,145,9,8,7,2676.0,836.0,1,0,1,0,0,0,0,0,5464,211,7
0,8371176,娇芷鲜花水果,0,,河北省,张家口,D1,银座,20191225.0,鲜花绿植,鲜花店,34,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1035,16,0
0,8769299,小梦花艺,11035,鼎卉鲜花,河北省,张家口,D1,高新区,20200327.0,鲜花绿植,鲜花店,782,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3155,67,0
0,4393585,花鲜生鲜花店（张家口店）,0,,河北省,张家口,D1,桥东区,20180211.0,鲜花绿植,鲜花店,514,2,2,1,666.0,398.88,1,0,1,0,0,0,0,0,5013,67,1
0,6289392,源之香鲜花绿植（怀来店）,0,,河北省,张家口,D1,,20181207.0,鲜花绿植,鲜花店,66,4,4,4,860.0,860.0,0,0,0,0,0,0,0,0,2529,149,4
0,7715615,八彩鲜花（挚爱鲜花坊店）,100004096,八彩时尚花艺,河北省,张家口,D1,高新区,20191013.0,鲜花绿植,鲜花店,507,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,9348,93,0
0,7429063,熊先生鲜花（深深爱花艺馆）,100030825,熊先生鲜花,河北省,张家口,D1,桥西区,20190801.0,鲜花绿植,鲜花店,408,11,9,8,1306.0,853.0,0,0,0,0,0,0,0,0,6343,181,8
0,9397301,洪茂花店（康乃馨·向日葵）,100035487,花专家,河北省,张家口,D1,,20200629.0,鲜花绿植,鲜花店,324,2,2,1,280.0,98.0,0,0,0,0,0,0,0,0,4131,94,1
0,9860425,品茗鲜花店,100004099,邂逅花坊鲜花,河北省,张家口,D1,,20200902.0,鲜花绿植,鲜花店,574,5,5,3,957.0,454.0,1,0,0,1,0,0,0,0,1806,84,3
0,4303713,幸福花坊,27446,妮依然鲜花品牌店,河北省,张家口,D1,桥东区,20180123.0,鲜花绿植,鲜花店,266,3,3,3,1194.0,394.0,0,0,0,0,0,0,0,0,7770,98,3
0,634577,邂逅花坊鲜花（花韵千谷),100004099,邂逅花坊鲜花,河北省,张家口,D1,桥西区,20190423.0,鲜花绿植,鲜花店,582,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3845,35,0
0,7001544,她的花店,0,,河北省,张家口,D1,高新区,20190627.0,鲜花绿植,鲜花店,73,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,2103,41,0
0,9655234,一间花坊·教师节鲜花,100042771,朋克城市花坊,河北省,张家口,D1,高新区,20200804.0,鲜花绿植,鲜花店,235,1,1,1,269.0,88.0,0,0,0,0,0,0,0,0,2521,35,1
0,9505135,聚花阁,100036289,心情不错鲜花店,河北省,张家口,D1,,20200716.0,鲜花绿植,鲜花店,456,26,23,22,6969.0,2998.0,0,0,0,0,0,0,0,0,3532,268,22
0,9721458,良玉花艺美学馆,0,,河北省,张家口,D1,银座,20200822.0,鲜花绿植,综合鲜花绿植店,37,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,98,0,0
0,8806751,萱香花卉,11035,鼎卉鲜花,河北省,张家口,D1,,20200402.0,鲜花绿植,鲜花店,757,6,4,4,656.0,302.0,0,0,0,0,0,0,0,0,3151,72,4
0,9769600,暮色森林鲜花,0,,河北省,张家口,D1,高新区,20200817.0,鲜花绿植,鲜花店,260,3,2,2,248.0,248.0,0,0,0,0,0,0,0,0,5273,109,2
0,9477333,美霖花坊（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,,20200708.0,鲜花绿植,鲜花店,293,2,1,1,549.0,202.0,0,0,0,0,0,0,0,0,1481,24,1
0,7529295,舒艺鲜花（汉桥街店）,0,,河北省,张家口,D1,银座,20190816.0,鲜花绿植,鲜花店,113,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2435,36,0
0,9600515,花森林（苗苗鲜花店）,100035486,花森林,河北省,张家口,D1,银座,20200724.0,鲜花绿植,综合鲜花绿植店,352,2,1,1,376.0,216.0,0,0,0,0,0,0,0,0,1943,35,1
0,7103809,诗蕊花艺,0,,河北省,张家口,D1,,20190517.0,鲜花绿植,鲜花店,42,3,3,2,316.0,316.0,0,0,0,0,0,0,0,0,1337,63,2
0,2285433,靓家花艺,0,,河北省,张家口,D1,,20170411.0,鲜花绿植,鲜花店,66,1,1,1,110.0,110.0,0,0,0,0,0,0,0,0,1419,39,1
0,5388162,木子花艺,100012293,艾菲尔鲜花,河北省,张家口,D1,银座,20180713.0,鲜花绿植,鲜花店,264,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1789,26,0
0,9230081,心语鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,20200713.0,鲜花绿植,鲜花店,220,2,2,2,763.0,296.0,0,0,0,0,0,0,0,0,1014,58,2
0,9543676,情缘花卉（桥东区店）,100004093,鲜花到家,河北省,张家口,D1,高新区,20200721.0,鲜花绿植,综合鲜花绿植店,212,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1780,13,0
0,5588164,世纪花卉鲜花店,100009539,花西拾鲜花,河北省,张家口,D1,,20180811.0,鲜花绿植,鲜花店,181,8,6,6,1601.0,752.0,0,0,0,0,0,0,0,0,1448,107,6
0,7210185,牵手婚庆鲜花,0,,河北省,张家口,D1,,20190604.0,鲜花绿植,鲜花店,26,4,3,3,385.0,385.0,0,0,0,0,0,0,0,0,1415,65,3
0,9598368,鲜花朵朵（张家口宣化店）,100004096,八彩时尚花艺,河北省,张家口,D1,宣化区,20200728.0,鲜花绿植,综合鲜花绿植店,506,10,10,10,2015.0,753.28,0,0,0,0,0,0,0,0,9142,262,10
0,9336808,1314花坊（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,,20200619.0,鲜花绿植,综合鲜花绿植店,507,32,30,28,11289.0,3526.6499999999996,2,0,1,1,0,0,0,0,4807,293,28
0,6557051,花样年华鲜花绿植,0,,河北省,张家口,D1,,20190213.0,鲜花绿植,鲜花店,69,4,4,3,324.0,324.0,0,0,0,0,0,0,0,0,1325,67,3
0,7832317,一家花店鲜花（唯依花屋）,100003909,一家花店,河北省,张家口,D1,高新区,20190920.0,鲜花绿植,鲜花店,464,19,17,14,4170.0,1700.0,1,0,1,0,0,0,0,0,4701,209,14
0,3027506,那些花儿,0,,河北省,张家口,D1,,20170817.0,鲜花绿植,鲜花店,46,1,1,1,188.0,188.0,0,0,0,0,0,0,0,0,786,76,1
0,7282677,樊樊鲜花坊（七夕节鲜花预定）,0,,河北省,张家口,D1,宣化区,20190627.0,鲜花绿植,鲜花店,455,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1438,22,0
0,2652277,绿洲花卉鲜花盆景,0,,河北省,张家口,D1,,20170609.0,鲜花绿植,鲜花店,179,6,5,3,274.8,274.8,1,0,1,0,0,0,0,0,1577,82,3
0,9999911,爱花居鲜花（胜利中路店）,100025968,爱花居鲜花,河北省,张家口,D1,高新区,20200928.0,鲜花绿植,鲜花店,238,3,3,3,717.0,268.0,0,0,0,0,0,0,0,0,8574,158,3
0,6355244,花趣精品鲜花坊,0,,河北省,张家口,D1,桥东区,20190317.0,鲜花绿植,鲜花店,14,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
0,2500983,玫瑰之约鲜花(心义花坊鲜花速递),0,,河北省,张家口,D1,河北北方学院,20170517.0,鲜花绿植,鲜花店,434,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4269,82,0
0,9865481,花点心思鲜花（张家口店）,0,,河北省,张家口,D1,宣化区,20200831.0,鲜花绿植,鲜花店,235,16,12,12,1153.0,711.4,0,0,0,0,0,0,0,0,4904,118,10
0,8769388,鲜花广告,100012196,如愿鲜花,河北省,张家口,D1,高新区,20200326.0,鲜花绿植,鲜花店,773,6,6,6,53.0,53.0,0,0,0,0,0,0,0,0,7515,126,6
0,9915938,纯爱花坊（生日花、表白花、开业花篮）,0,,河北省,张家口,D1,高新区,20200907.0,鲜花绿植,鲜花店,445,34,27,25,9158.0,3152.9,2,0,1,0,0,1,0,0,14092,247,25
0,7347386,熊先生鲜花（鲜果多水果鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,桥西区,20190704.0,鲜花绿植,鲜花店,408,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3430,57,0
0,9619609,1314花坊（中都大街店）,100030827,花匠先生,河北省,张家口,D1,,20200821.0,鲜花绿植,综合鲜花绿植店,564,4,3,1,298.0,138.0,0,0,0,0,0,0,0,0,2382,81,1
0,9418822,幸福花卉(生日花，表白花，鲜花),100004099,邂逅花坊鲜花,河北省,张家口,D1,,20200701.0,鲜花绿植,鲜花店,618,2,2,1,199.0,199.0,1,1,0,0,0,0,0,0,2610,83,1
0,881612,花花世界（鲜花店，绿植，生日花）,0,,河北省,张家口,D1,宣化区,20160419.0,鲜花绿植,鲜花店,372,118,102,95,41782.0,11349.720000000001,3,3,0,0,0,0,0,0,13638,951,95
0,8804606,一花一慕花坊（串窑街店）,27446,妮依然鲜花品牌店,河北省,张家口,D1,银座,20200410.0,鲜花绿植,鲜花店,268,1,1,1,588.0,218.0,0,0,0,0,0,0,0,0,4964,55,1
0,9674046,鲜花水果礼品（鲜花店）,100004096,八彩时尚花艺,河北省,张家口,D1,桥西区,20200807.0,鲜花绿植,综合鲜花绿植店,506,3,2,2,1653.0,439.04,0,0,0,0,0,0,0,0,3396,76,2
0,7360968,艺·霖,0,,河北省,张家口,D1,宣化区,20190805.0,鲜花绿植,鲜花店,16,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,48,1,0
0,7589703,喜悦花卉销售中心,0,,河北省,张家口,D1,,20190807.0,鲜花绿植,鲜花店,15,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,681,30,0
0,1434270,诗蕊花艺,0,,河北省,张家口,D1,银座,20160831.0,鲜花绿植,鲜花店,207,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2659,20,0
0,9549350,王小姐的花店（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,银座,20200717.0,鲜花绿植,鲜花店,293,1,1,1,471.0,175.0,0,0,0,0,0,0,0,0,3332,44,1
0,2153267,小橡树花坊,0,,河北省,张家口,D1,,20170324.0,鲜花绿植,鲜花店,52,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,193,9,0
0,9627274,蘭亭花卉（胜利北路店）,100035487,花专家,河北省,张家口,D1,桥东区,20200729.0,鲜花绿植,鲜花店,324,6,6,6,926.0,649.0,0,0,0,0,0,0,0,0,3872,56,6
0,9652002,鲜花绿植（生日花）,0,,河北省,张家口,D1,,20200803.0,鲜花绿植,鲜花店,533,32,28,19,2162.0,2040.02,1,0,0,0,0,0,0,0,6439,274,19
0,6591906,鼎卉鲜花（九朵精致鲜花坊）,11035,鼎卉鲜花,河北省,张家口,D1,桥东区,20190811.0,鲜花绿植,鲜花店,743,1,1,1,376.0,376.0,0,0,0,0,0,0,0,0,3934,54,1
0,8743603,玫瑰花坊·七夕鲜花,100025970,花生活,河北省,张家口,D1,桥西区,20200330.0,鲜花绿植,鲜花店,661,2,2,2,1597.0,598.0,0,0,0,0,0,0,0,0,8859,124,2
0,9465283,花屿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,20200706.0,鲜花绿植,鲜花店,293,1,1,1,537.0,198.0,0,0,0,0,0,0,0,0,3121,31,1
0,7417976,锦熹花艺（鲜花，绿植，生日花）,0,,河北省,张家口,D1,桥西区,20190710.0,鲜花绿植,鲜花店,514,30,29,26,8918.0,2826.1,1,0,0,0,0,0,0,0,10754,387,26
0,9608503,花艺坊,0,,河北省,张家口,D1,宣化区,20200809.0,鲜花绿植,鲜花店,164,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,5464,49,0
0,9307658,我的花(鲜花，绿植，生日花表白),0,,河北省,张家口,D1,桥西区,20200613.0,鲜花绿植,鲜花店,476,1,1,1,288.0,109.0,0,0,0,0,0,0,0,0,2628,41,1
0,6514016,如愿鲜花（喜多多鲜花店）,100012196,如愿鲜花,河北省,张家口,D1,宣化区,20190125.0,鲜花绿植,鲜花店,896,92,78,75,15251.0,10230.22,2,2,0,0,0,0,0,0,17422,910,72
0,7011821,一花一慕花坊（康乃馨•百合•向日葵•开业用花）,0,,河北省,张家口,D1,河北北方学院,20190513.0,鲜花绿植,鲜花店,345,145,136,127,37242.0,14339.0,5,3,2,0,0,0,0,0,21213,1490,126
0,7545036,述物礼品鲜花精品馆,0,,河北省,张家口,D1,银座,20190829.0,鲜花绿植,鲜花店,48,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,351,3,0
0,9739079,樊樊鲜花店（鲜花玫瑰）,100034938,俏花农,河北省,张家口,D1,高新区,20200819.0,鲜花绿植,综合鲜花绿植店,300,4,4,3,571.8,237.1,0,0,0,0,0,0,0,0,6114,194,3
0,9894277,爱之约花店（昆山玉山店）,0,,河北省,张家口,D1,高新区,20200903.0,鲜花绿植,鲜花店,235,17,15,15,1794.0,1078.1999999999998,0,0,0,0,0,0,0,0,7159,149,14
0,7851543,花仙子鲜花店,27446,妮依然鲜花品牌店,河北省,张家口,D1,,20191029.0,鲜花绿植,鲜花店,266,4,4,3,994.0,374.0,0,0,0,0,0,0,0,0,2890,73,3
0,8139744,沁馨花艺（鲜花店）,0,,河北省,张家口,D1,宣化区,20191116.0,鲜花绿植,鲜花店,48,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1185,7,0
0,5390208,花之美花艺设计,100012293,艾菲尔鲜花,河北省,张家口,D1,银座,20180714.0,鲜花绿植,鲜花店,260,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1787,12,0
0,8157288,锦鲤添花（工业街店）,0,,河北省,张家口,D1,,20191117.0,鲜花绿植,鲜花店,63,1,1,0,0.0,0.0,0,0,0,0,0,0,0,0,855,79,0
0,4170810,情和缘鲜花店,0,,河北省,张家口,D1,宣化区,20180109.0,鲜花绿植,鲜花店,53,3,1,1,138.0,138.0,0,0,0,0,0,0,0,0,1410,12,1
0,9129813,林小姐的花房,0,,河北省,张家口,D1,高新区,20200519.0,鲜花绿植,综合鲜花绿植店,186,2,2,2,314.0,226.0,0,0,0,0,0,0,0,0,4233,66,2
0,5596465,金喜缘婚庆批发大全店,29245,花为美鲜花,河北省,张家口,D1,,20180825.0,鲜花绿植,鲜花店,907,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1162,25,0
0,3586137,蔚县鲜花同城速递（古城街店）,0,,河北省,张家口,D1,,20171021.0,鲜花绿植,鲜花店,66,3,3,3,287.78999999999996,287.78999999999996,0,0,0,0,0,0,0,0,1171,69,3
0,8631592,沐汐花艺,0,,河北省,张家口,D1,桥东区,20200306.0,鲜花绿植,鲜花店,101,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,3071,19,0
0,1251453,香格格鲜花馆（张家口）,29079,香格格鲜花馆,河北省,张家口,D1,桥西区,20160727.0,鲜花绿植,鲜花店,232,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,4256,26,0
0,9771358,紫瑞鲜花（向日葵·康乃馨·鲜花）,100030825,熊先生鲜花,河北省,张家口,D1,宣化区,20200817.0,鲜花绿植,鲜花店,409,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2028,40,0
0,9464699,F.FOR你的花儿（百合·康乃馨·向日葵）,100034936,玫瑰说,河北省,张家口,D1,桥西区,20200706.0,鲜花绿植,鲜花店,293,1,1,1,280.0,88.0,0,0,0,0,0,0,0,0,6338,61,1
0,10011737,菲儿花艺工作室,0,,河北省,张家口,D1,银座,20200927.0,鲜花绿植,鲜花店,17,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2632,35,0
0,10117616,花觅,0,,河北省,张家口,D1,,20201006.0,鲜花绿植,综合鲜花绿植店,23,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,370,27,0
0,10138470,花趣精品鲜花坊,100036289,心情不错鲜花店,河北省,张家口,D1,桥东区,20201010.0,鲜花绿植,鲜花店,458,11,8,8,847.0,402.0,0,0,0,0,0,0,0,0,4395,114,8
0,10106834,爱花居鲜花（桥西区店）,100025968,爱花居鲜花,河北省,张家口,D1,桥西区,20201013.0,鲜花绿植,鲜花店,239,4,3,3,618.0,369.0,0,0,0,0,0,0,0,0,3092,55,3
0,10204110,喜喜花艺,27557,鲜花坊,河北省,张家口,D1,,20201016.0,鲜花绿植,鲜花店,288,6,6,6,572.0,255.70000000000002,0,0,0,0,0,0,0,0,1115,52,3
0,9979165,旬花,0,,河北省,张家口,D1,桥西区,20201017.0,鲜花绿植,综合鲜花绿植店,13,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,96,9,0
0,10214523,小梦花艺【私人定制】,0,,河北省,张家口,D1,高新区,20201019.0,鲜花绿植,综合鲜花绿植店,134,1,1,1,268.0,78.0,0,0,0,0,0,0,0,0,1845,36,1
0,10228166,弄花,100011097,玫瑰之约鲜花,河北省,张家口,D1,银座,20201021.0,鲜花绿植,鲜花店,419,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1163,28,0
0,10241260,花爺Mr.hua鲜花店,100033020,沪花拾者,河北省,张家口,D1,银座,20201021.0,鲜花绿植,综合鲜花绿植店,235,1,1,1,181.0,181.0,0,0,0,0,0,0,0,0,545,18,1
0,10242846,花伴鲜花店,0,,河北省,张家口,D1,高新区,20201021.0,鲜花绿植,鲜花店,260,5,5,5,714.25,330.25,0,0,0,0,0,0,0,0,2200,60,5
